"store_name","store_id","foodzone","foodcode","foodname","servsize","calories","fatcals","totalfat","satfat","transfat","cholesterol","sodium","carbs","fiber","sugars","protein","vitaminA","vitaminC","calcium","iron"
"Lexington & 85th","11277","16","1A2445D8-4D2D-4786-98D3-3BCF957A8ADC","Blueberry Muffin","120","320","90","11","3","0","70","270","55","<1","31","5","8%","2%","10%","10%"
"Lexington & 85th","11277","16","88685C27-AD20-4C99-8B90-30B8C8ADBFA4","Blueberry Scone","120","480","200","22","12","0.5","80","520","64","2","24","7","10%","0%","6%","15%"
"Lexington & 85th","11277","16","1E542671-F751-4DF7-8C50-06D8E52DD397","Chocolate Cream Cheese Muffin","100","330","170","20","6","0","115","115","39","2","26","6","6%","0%","6%","6%"
"Lexington & 85th","11277","16","39F11F0E-27C4-4A8A-8773-45D0CA9EE8CF","Petite Vanilla Bean Scone","31","130","45","5","3","0","15","65","20","0","9","2","2%","0%","2%","4%"
"Lexington & 85th","11277","16","86DB5150-54F3-4D2D-952F-37C730DC4E2E","Petite Vanilla Bean Scone - 3 Pack","94","400","140","16","9","0.5","50","200","60","1","0","5","4%","0%","8%","0"
"Lexington & 85th","11277","16","08163770-FA07-4740-A58D-4B4D822E6C3F","Pumpkin Cream Cheese Muffin","150","500","210","24","6","0","85","470","63","1","42","6","15%","2%","6%","15%"
"Lexington & 85th","11277","16","FD6E5D9D-5237-4813-A5C5-E9AD5E9090D1","Pumpkin Scone","127","470","160","18","7","0","25","610","70","2","0","6","2370%","0%","110%","0"
"Lexington & 85th","11277","16","B5CF24B3-134F-4C4C-BB1E-EE7F9B66D27C","Raspberry Scone","120","470","190","21","12","0.5","80","510","64","2","25","7","10%","0%","6%","15%"
"Lexington & 85th","11277","16","EF4B3684-D35C-48D2-A1CB-52CB79F39242","Triple Berry Cobbler Muffin","135","420","160","18","6","0","70","310","60","2","31","6","6%","15%","4%","10%"
"Lexington & 85th","11277","16","BE8DE93B-18C3-4F50-AAA3-C1898608520D","Perfect Oatmeal","38","140","25","2.5","0.5","0","0","105","25","4","0","5","25%","0%","10%","50%"
"Lexington & 85th","11277","16","6598B53D-029C-4907-86AD-8CA4D2A1157C","Perfect Oatmeal Topping - Brown Sugar","13","50","0","0","0","0","0","0","13","0","13","0","0%","0%","0%","0%"
"Lexington & 85th","11277","16","CA637708-A94C-416C-80F5-B9575075BD45","Perfect Oatmeal Topping - Dried Fruit","30","100","5","0","0","0","0","10","24","2","20","1","0%","0%","4%","2%"
"Lexington & 85th","11277","16","75B47B11-468C-41D7-8C2F-8B347F41342B","Perfect Oatmeal Topping - Nut Medley","15","100","90","9","1","0","0","0","2","1","1","2","0%","0%","2%","2%"
"Lexington & 85th","11277","16","AFB9AB50-84F8-425F-8029-0F976C1BEA9D","Classic Sausage, Egg and Aged Cheddar Breakfast Sandwich","184","440","210","23","9","0","175","790","37","2","3","20","8%","0%","40%","20%"
"Lexington & 85th","11277","16","DE3EAA51-DF29-40C3-B2C0-4ED4BB84724C","Peppered Bacon, Egg and Aged Cheddar Breakfast Sandwich","162","390","170","19","8","0","160","830","37","2","3","19","10%","0%","40%","20%"
"Lexington & 85th","11277","16","AE0AA88F-2B41-4C92-AFEC-F09BE0F4A252","Reduced-Fat Turkey Bacon, Cholesterol-Free Egg, Reduced-Fat White Cheddar Breakfast Sandwich","159","350","100","11","4","0","20","810","41","3","5","20","20%","0%","45%","15%"
"Lexington & 85th","11277","16","C223534E-014B-48BC-81D0-4479D693D015","Spinach, Roasted Tomato, Feta & Egg Wrap","144","240","90","10","3.5","0","140","730","29","7","3","13","50%","20%","10%","15%"
"Queens Blvd, Sunnyside","11370","16","2C3B5203-9357-48B0-B3DE-29BAB7D7276A","Baked Berry Stella","82","280","80","9","4","0","30","150","45","6","17","6","0%","4%","4%","10%"
"Queens Blvd, Sunnyside","11370","16","CE46E52B-E1DA-490B-BFEB-425A39AE764A","Chewy Fruit and Nut Bar","65","250","90","10","2","0","5","25","38","4","20","5","8%","0%","2%","6%"
"Queens Blvd, Sunnyside","11370","16","307BA564-3A31-46A3-8DE6-0B0037C18A60","Chocolate Chunk Cookie","97","420","180","20","13","0","55","470","56","6","28","7","8%","0%","4%","8%"
"Queens Blvd, Sunnyside","11370","16","608797C0-D39B-4FF2-B8BF-038281A5A7D7","Chocolate Fudge Brownie","98","410","200","22","13","0","110","135","52","2","38","5","10%","0%","2%","10%"
"Queens Blvd, Sunnyside","11370","16","BF9A5099-E9A4-48F7-B9D5-2EEA55BB22B8","Crispy Square","105","440","150","17","8","0","30","470","70","0","34","4","20%","15%","0%","10%"
"Queens Blvd, Sunnyside","11370","16","DD13AFFF-F955-4168-91DF-CC71D76797E7","Double Chocolate Brownie Cookie","18","80","45","5","2.5","0","15","25","9","0","7","1","2%","0%","2%","2%"
"Queens Blvd, Sunnyside","11370","16","128033B9-46FA-44B5-ACC8-A3F4320D558F","Espresso Brownie","74","340","170","19","8","0","50","135","40","2","27","4","15%","0%","4%","15%"
"Queens Blvd, Sunnyside","11370","16","FC1C8542-1D89-414F-8CF4-EB946F157407","Oatmeal Cranberry Cookie","100","390","130","14","8","0","60","260","63","3","34","5","8%","0%","6%","15%"
"Queens Blvd, Sunnyside","11370","16","F9CB2298-FDCD-45D5-B773-4AA43F862BBD","Rainbow Cookie","97","420","170","19","12","0","65","370","61","<1","33","5","10%","0%","2%","8%"
"Queens Blvd, Sunnyside","11370","16","A7BA8B6A-4518-4175-B080-713B47777252","Protein Plate *with Peanut Butter","187","330","140","16","4.5","0","200","540","35","5","15","16","8%","20%","25%","10%"
"Queens Blvd, Sunnyside","11370","16","8F6F1B2C-CFAD-49A1-B9DB-5FF0470AC825","Cinnamon Raisin Bagel","119","330","0","0","0","0","0","460","69","2","13","10","0%","0%","0%","20%"
"Queens Blvd, Sunnyside","11370","16","8CDAA908-229F-4968-A505-2BAAC0D23D15","Multigrain Bagel","119","360","45","5","0","0","0","420","69","4","13","13","0%","0%","0%","20%"
"Queens Blvd, Sunnyside","11370","16","9A97C1CC-9AB5-49A1-A297-E7191A7B9D43","Multigrain Roll","85","280","50","6","0.5","0","0","400","43","7","7","7","0%","0%","2%","20%"
"Queens Blvd, Sunnyside","11370","16","7CA7F46F-C0F4-4A9B-B564-9D66BCFFF6C0","Plain Bagel","119","330","0","0","0","0","0","500","67","2","8","13","0%","0%","0%","20%"
"Queens Blvd, Sunnyside","11370","16","1ED58C1C-C4A7-4DF0-84DD-5E333A9A1E1A","Top Pot Apple Fritter","123","490","200","22","10","0","0","290","65","1","27","4","0%","0%","2%","20%"
"Queens Blvd, Sunnyside","11370","16","62A32888-2FC2-44B8-821B-3FC16C92260D","Top Pot Chocolate Old Fashioned Doughnut","113","480","220","25","7","0","20","350","60","2","38","5","0%","0%","2%","15%"
"Queens Blvd, Sunnyside","11370","16","F51962F7-3F8D-425D-9EA6-A6B0749B24DD","Top Pot Classic Glazed Old Fashioned Doughnut","113","480","210","23","9","0","20","410","64","<1","39","4","0%","0%","2%","10%"
"Queens Blvd, Sunnyside","11370","16","54E766B5-80E7-455B-AC51-9D72ED2D0087","Top Pot Glazed Old Fashioned Mini Doughnut","34","150","60","7","2.5","0","5","120","19","0","12","1","0%","0%","0%","4%"
"Queens Blvd, Sunnyside","11370","16","6CBF2B48-2D14-447F-B357-F687128C7217","Banana Nut Loaf","113","460","220","24","10","0","105","360","56","2","32","7","10%","0%","6%","10%"
"Queens Blvd, Sunnyside","11370","16","B0F9BDAF-6FBB-4605-8435-77C49FF47210","Classic Coffee Cake","113","420","160","18","11","0","95","530","61","1","37","5","15%","4%","4%","20%"
"Queens Blvd, Sunnyside","11370","16","EE37AAE9-4444-4FB3-9D0B-E850B69DAD6D","Lemon Loaf Cake","141","440","140","16","8","0","125","390","69","1","47","7","8%","0%","8%","10%"
"Queens Blvd, Sunnyside","11370","16","147CBACE-0F04-4AD9-962B-2B6E586F3160","Marble Loaf","113","430","200","22","10","0","130","440","52","1","31","6","10%","0%","6%","10%"
"Queens Blvd, Sunnyside","11370","16","49D534CD-C29A-49C3-B72C-FC20630F9A95","Pumpkin Loaf","106","330","110","12","2","0","45","420","50","1","32","5","60%","2%","2%","15%"
"Queens Blvd, Sunnyside","11370","16","2C299E70-3EF6-47AE-96F1-CEE44DDE868F","Reduced-Fat Banana Chocolate Chip Coffee Cake","126","390","70","8","4.5","0","0","400","76","3","50","5","0%","2%","6%","15%"
"Queens Blvd, Sunnyside","11370","16","D2BFA61E-C25F-4463-851D-85D3617A0094","Reduced-Fat Blueberry Coffee Cake","122","320","50","6","4.5","0","10","420","54","1","33","4","2%","2%","8%","8%"
"Queens Blvd, Sunnyside","11370","16","5FECE724-E048-4FDE-9ACC-6C127A678EDB","Reduced-Fat Cinnamon Swirl Coffee Cake","105","300","50","6","4","0","10","370","53","1","34","4","2%","0%","8%","10%"
"Queens Blvd, Sunnyside","11370","16","56C35E76-5339-48CC-8757-2269EED12036","Apple Bran Muffin","125","330","70","8","2","0","60","460","61","7","30","7","6%","20%","20%","15%"
"Queens Blvd, Sunnyside","11370","16","1A2445D8-4D2D-4786-98D3-3BCF957A8ADC","Blueberry Muffin","120","320","90","11","3","0","70","270","55","<1","31","5","8%","2%","10%","10%"
"Queens Blvd, Sunnyside","11370","16","88685C27-AD20-4C99-8B90-30B8C8ADBFA4","Blueberry Scone","120","480","200","22","12","0.5","80","520","64","2","24","7","10%","0%","6%","15%"
"Queens Blvd, Sunnyside","11370","16","1E542671-F751-4DF7-8C50-06D8E52DD397","Chocolate Cream Cheese Muffin","100","330","170","20","6","0","115","115","39","2","26","6","6%","0%","6%","6%"
"Queens Blvd, Sunnyside","11370","16","39F11F0E-27C4-4A8A-8773-45D0CA9EE8CF","Petite Vanilla Bean Scone","31","130","45","5","3","0","15","65","20","0","9","2","2%","0%","2%","4%"
"Queens Blvd, Sunnyside","11370","16","86DB5150-54F3-4D2D-952F-37C730DC4E2E","Petite Vanilla Bean Scone - 3 Pack","94","400","140","16","9","0.5","50","200","60","1","0","5","4%","0%","8%","0"
"Queens Blvd, Sunnyside","11370","16","08163770-FA07-4740-A58D-4B4D822E6C3F","Pumpkin Cream Cheese Muffin","150","500","210","24","6","0","85","470","63","1","42","6","15%","2%","6%","15%"
"Queens Blvd, Sunnyside","11370","16","FD6E5D9D-5237-4813-A5C5-E9AD5E9090D1","Pumpkin Scone","127","470","160","18","7","0","25","610","70","2","0","6","2370%","0%","110%","0"
"Queens Blvd, Sunnyside","11370","16","B5CF24B3-134F-4C4C-BB1E-EE7F9B66D27C","Raspberry Scone","120","470","190","21","12","0.5","80","510","64","2","25","7","10%","0%","6%","15%"
"Queens Blvd, Sunnyside","11370","16","EF4B3684-D35C-48D2-A1CB-52CB79F39242","Triple Berry Cobbler Muffin","135","420","160","18","6","0","70","310","60","2","31","6","6%","15%","4%","10%"
"Queens Blvd, Sunnyside","11370","16","BE8DE93B-18C3-4F50-AAA3-C1898608520D","Perfect Oatmeal","38","140","25","2.5","0.5","0","0","105","25","4","0","5","25%","0%","10%","50%"
"Queens Blvd, Sunnyside","11370","16","6598B53D-029C-4907-86AD-8CA4D2A1157C","Perfect Oatmeal Topping - Brown Sugar","13","50","0","0","0","0","0","0","13","0","13","0","0%","0%","0%","0%"
"Queens Blvd, Sunnyside","11370","16","CA637708-A94C-416C-80F5-B9575075BD45","Perfect Oatmeal Topping - Dried Fruit","30","100","5","0","0","0","0","10","24","2","20","1","0%","0%","4%","2%"
"Queens Blvd, Sunnyside","11370","16","75B47B11-468C-41D7-8C2F-8B347F41342B","Perfect Oatmeal Topping - Nut Medley","15","100","90","9","1","0","0","0","2","1","1","2","0%","0%","2%","2%"
"Queens Blvd, Sunnyside","11370","16","AFB9AB50-84F8-425F-8029-0F976C1BEA9D","Classic Sausage, Egg and Aged Cheddar Breakfast Sandwich","184","440","210","23","9","0","175","790","37","2","3","20","8%","0%","40%","20%"
"Queens Blvd, Sunnyside","11370","16","DE3EAA51-DF29-40C3-B2C0-4ED4BB84724C","Peppered Bacon, Egg and Aged Cheddar Breakfast Sandwich","162","390","170","19","8","0","160","830","37","2","3","19","10%","0%","40%","20%"
"Queens Blvd, Sunnyside","11370","16","AE0AA88F-2B41-4C92-AFEC-F09BE0F4A252","Reduced-Fat Turkey Bacon, Cholesterol-Free Egg, Reduced-Fat White Cheddar Breakfast Sandwich","159","350","100","11","4","0","20","810","41","3","5","20","20%","0%","45%","15%"
"Queens Blvd, Sunnyside","11370","16","C223534E-014B-48BC-81D0-4479D693D015","Spinach, Roasted Tomato, Feta & Egg Wrap","144","240","90","10","3.5","0","140","730","29","7","3","13","50%","20%","10%","15%"
"Macy's 35th Street Balcony","11423","16","2C3B5203-9357-48B0-B3DE-29BAB7D7276A","Baked Berry Stella","82","280","80","9","4","0","30","150","45","6","17","6","0%","4%","4%","10%"
"Macy's 35th Street Balcony","11423","16","CE46E52B-E1DA-490B-BFEB-425A39AE764A","Chewy Fruit and Nut Bar","65","250","90","10","2","0","5","25","38","4","20","5","8%","0%","2%","6%"
"Macy's 35th Street Balcony","11423","16","307BA564-3A31-46A3-8DE6-0B0037C18A60","Chocolate Chunk Cookie","97","420","180","20","13","0","55","470","56","6","28","7","8%","0%","4%","8%"
"Macy's 35th Street Balcony","11423","16","608797C0-D39B-4FF2-B8BF-038281A5A7D7","Chocolate Fudge Brownie","98","410","200","22","13","0","110","135","52","2","38","5","10%","0%","2%","10%"
"Macy's 35th Street Balcony","11423","16","BF9A5099-E9A4-48F7-B9D5-2EEA55BB22B8","Crispy Square","105","440","150","17","8","0","30","470","70","0","34","4","20%","15%","0%","10%"
"Macy's 35th Street Balcony","11423","16","DD13AFFF-F955-4168-91DF-CC71D76797E7","Double Chocolate Brownie Cookie","18","80","45","5","2.5","0","15","25","9","0","7","1","2%","0%","2%","2%"
"Macy's 35th Street Balcony","11423","16","128033B9-46FA-44B5-ACC8-A3F4320D558F","Espresso Brownie","74","340","170","19","8","0","50","135","40","2","27","4","15%","0%","4%","15%"
"Macy's 35th Street Balcony","11423","16","FC1C8542-1D89-414F-8CF4-EB946F157407","Oatmeal Cranberry Cookie","100","390","130","14","8","0","60","260","63","3","34","5","8%","0%","6%","15%"
"Macy's 35th Street Balcony","11423","16","F9CB2298-FDCD-45D5-B773-4AA43F862BBD","Rainbow Cookie","97","420","170","19","12","0","65","370","61","<1","33","5","10%","0%","2%","8%"
"Macy's 35th Street Balcony","11423","16","A7BA8B6A-4518-4175-B080-713B47777252","Protein Plate *with Peanut Butter","187","330","140","16","4.5","0","200","540","35","5","15","16","8%","20%","25%","10%"
"Macy's 35th Street Balcony","11423","16","8F6F1B2C-CFAD-49A1-B9DB-5FF0470AC825","Cinnamon Raisin Bagel","119","330","0","0","0","0","0","460","69","2","13","10","0%","0%","0%","20%"
"Macy's 35th Street Balcony","11423","16","8CDAA908-229F-4968-A505-2BAAC0D23D15","Multigrain Bagel","119","360","45","5","0","0","0","420","69","4","13","13","0%","0%","0%","20%"
"Macy's 35th Street Balcony","11423","16","9A97C1CC-9AB5-49A1-A297-E7191A7B9D43","Multigrain Roll","85","280","50","6","0.5","0","0","400","43","7","7","7","0%","0%","2%","20%"
"Macy's 35th Street Balcony","11423","16","7CA7F46F-C0F4-4A9B-B564-9D66BCFFF6C0","Plain Bagel","119","330","0","0","0","0","0","500","67","2","8","13","0%","0%","0%","20%"
"Macy's 35th Street Balcony","11423","16","1ED58C1C-C4A7-4DF0-84DD-5E333A9A1E1A","Top Pot Apple Fritter","123","490","200","22","10","0","0","290","65","1","27","4","0%","0%","2%","20%"
"Macy's 35th Street Balcony","11423","16","62A32888-2FC2-44B8-821B-3FC16C92260D","Top Pot Chocolate Old Fashioned Doughnut","113","480","220","25","7","0","20","350","60","2","38","5","0%","0%","2%","15%"
"Macy's 35th Street Balcony","11423","16","F51962F7-3F8D-425D-9EA6-A6B0749B24DD","Top Pot Classic Glazed Old Fashioned Doughnut","113","480","210","23","9","0","20","410","64","<1","39","4","0%","0%","2%","10%"
"Macy's 35th Street Balcony","11423","16","54E766B5-80E7-455B-AC51-9D72ED2D0087","Top Pot Glazed Old Fashioned Mini Doughnut","34","150","60","7","2.5","0","5","120","19","0","12","1","0%","0%","0%","4%"
"Macy's 35th Street Balcony","11423","16","6CBF2B48-2D14-447F-B357-F687128C7217","Banana Nut Loaf","113","460","220","24","10","0","105","360","56","2","32","7","10%","0%","6%","10%"
"Macy's 35th Street Balcony","11423","16","B0F9BDAF-6FBB-4605-8435-77C49FF47210","Classic Coffee Cake","113","420","160","18","11","0","95","530","61","1","37","5","15%","4%","4%","20%"
"Macy's 35th Street Balcony","11423","16","EE37AAE9-4444-4FB3-9D0B-E850B69DAD6D","Lemon Loaf Cake","141","440","140","16","8","0","125","390","69","1","47","7","8%","0%","8%","10%"
"Macy's 35th Street Balcony","11423","16","147CBACE-0F04-4AD9-962B-2B6E586F3160","Marble Loaf","113","430","200","22","10","0","130","440","52","1","31","6","10%","0%","6%","10%"
"Macy's 35th Street Balcony","11423","16","49D534CD-C29A-49C3-B72C-FC20630F9A95","Pumpkin Loaf","106","330","110","12","2","0","45","420","50","1","32","5","60%","2%","2%","15%"
"Macy's 35th Street Balcony","11423","16","2C299E70-3EF6-47AE-96F1-CEE44DDE868F","Reduced-Fat Banana Chocolate Chip Coffee Cake","126","390","70","8","4.5","0","0","400","76","3","50","5","0%","2%","6%","15%"
"Macy's 35th Street Balcony","11423","16","D2BFA61E-C25F-4463-851D-85D3617A0094","Reduced-Fat Blueberry Coffee Cake","122","320","50","6","4.5","0","10","420","54","1","33","4","2%","2%","8%","8%"
"Macy's 35th Street Balcony","11423","16","5FECE724-E048-4FDE-9ACC-6C127A678EDB","Reduced-Fat Cinnamon Swirl Coffee Cake","105","300","50","6","4","0","10","370","53","1","34","4","2%","0%","8%","10%"
"Macy's 35th Street Balcony","11423","16","56C35E76-5339-48CC-8757-2269EED12036","Apple Bran Muffin","125","330","70","8","2","0","60","460","61","7","30","7","6%","20%","20%","15%"
"Macy's 35th Street Balcony","11423","16","1A2445D8-4D2D-4786-98D3-3BCF957A8ADC","Blueberry Muffin","120","320","90","11","3","0","70","270","55","<1","31","5","8%","2%","10%","10%"
"Macy's 35th Street Balcony","11423","16","88685C27-AD20-4C99-8B90-30B8C8ADBFA4","Blueberry Scone","120","480","200","22","12","0.5","80","520","64","2","24","7","10%","0%","6%","15%"
"Macy's 35th Street Balcony","11423","16","1E542671-F751-4DF7-8C50-06D8E52DD397","Chocolate Cream Cheese Muffin","100","330","170","20","6","0","115","115","39","2","26","6","6%","0%","6%","6%"
"Macy's 35th Street Balcony","11423","16","39F11F0E-27C4-4A8A-8773-45D0CA9EE8CF","Petite Vanilla Bean Scone","31","130","45","5","3","0","15","65","20","0","9","2","2%","0%","2%","4%"
"Macy's 35th Street Balcony","11423","16","86DB5150-54F3-4D2D-952F-37C730DC4E2E","Petite Vanilla Bean Scone - 3 Pack","94","400","140","16","9","0.5","50","200","60","1","0","5","4%","0%","8%","0"
"Macy's 35th Street Balcony","11423","16","08163770-FA07-4740-A58D-4B4D822E6C3F","Pumpkin Cream Cheese Muffin","150","500","210","24","6","0","85","470","63","1","42","6","15%","2%","6%","15%"
"Macy's 35th Street Balcony","11423","16","FD6E5D9D-5237-4813-A5C5-E9AD5E9090D1","Pumpkin Scone","127","470","160","18","7","0","25","610","70","2","0","6","2370%","0%","110%","0"
"Macy's 35th Street Balcony","11423","16","B5CF24B3-134F-4C4C-BB1E-EE7F9B66D27C","Raspberry Scone","120","470","190","21","12","0.5","80","510","64","2","25","7","10%","0%","6%","15%"
"Macy's 35th Street Balcony","11423","16","EF4B3684-D35C-48D2-A1CB-52CB79F39242","Triple Berry Cobbler Muffin","135","420","160","18","6","0","70","310","60","2","31","6","6%","15%","4%","10%"
"Macy's 35th Street Balcony","11423","16","BE8DE93B-18C3-4F50-AAA3-C1898608520D","Perfect Oatmeal","38","140","25","2.5","0.5","0","0","105","25","4","0","5","25%","0%","10%","50%"
"Macy's 35th Street Balcony","11423","16","6598B53D-029C-4907-86AD-8CA4D2A1157C","Perfect Oatmeal Topping - Brown Sugar","13","50","0","0","0","0","0","0","13","0","13","0","0%","0%","0%","0%"
"Macy's 35th Street Balcony","11423","16","CA637708-A94C-416C-80F5-B9575075BD45","Perfect Oatmeal Topping - Dried Fruit","30","100","5","0","0","0","0","10","24","2","20","1","0%","0%","4%","2%"
"Macy's 35th Street Balcony","11423","16","75B47B11-468C-41D7-8C2F-8B347F41342B","Perfect Oatmeal Topping - Nut Medley","15","100","90","9","1","0","0","0","2","1","1","2","0%","0%","2%","2%"
"Macy's 35th Street Balcony","11423","16","AFB9AB50-84F8-425F-8029-0F976C1BEA9D","Classic Sausage, Egg and Aged Cheddar Breakfast Sandwich","184","440","210","23","9","0","175","790","37","2","3","20","8%","0%","40%","20%"
"Macy's 35th Street Balcony","11423","16","DE3EAA51-DF29-40C3-B2C0-4ED4BB84724C","Peppered Bacon, Egg and Aged Cheddar Breakfast Sandwich","162","390","170","19","8","0","160","830","37","2","3","19","10%","0%","40%","20%"
"Macy's 35th Street Balcony","11423","16","AE0AA88F-2B41-4C92-AFEC-F09BE0F4A252","Reduced-Fat Turkey Bacon, Cholesterol-Free Egg, Reduced-Fat White Cheddar Breakfast Sandwich","159","350","100","11","4","0","20","810","41","3","5","20","20%","0%","45%","15%"
"Macy's 35th Street Balcony","11423","16","C223534E-014B-48BC-81D0-4479D693D015","Spinach, Roasted Tomato, Feta & Egg Wrap","144","240","90","10","3.5","0","140","730","29","7","3","13","50%","20%","10%","15%"
"1600 Broadway","11538","16","2C3B5203-9357-48B0-B3DE-29BAB7D7276A","Baked Berry Stella","82","280","80","9","4","0","30","150","45","6","17","6","0%","4%","4%","10%"
"1600 Broadway","11538","16","CE46E52B-E1DA-490B-BFEB-425A39AE764A","Chewy Fruit and Nut Bar","65","250","90","10","2","0","5","25","38","4","20","5","8%","0%","2%","6%"
"1600 Broadway","11538","16","307BA564-3A31-46A3-8DE6-0B0037C18A60","Chocolate Chunk Cookie","97","420","180","20","13","0","55","470","56","6","28","7","8%","0%","4%","8%"
"1600 Broadway","11538","16","608797C0-D39B-4FF2-B8BF-038281A5A7D7","Chocolate Fudge Brownie","98","410","200","22","13","0","110","135","52","2","38","5","10%","0%","2%","10%"
"1600 Broadway","11538","16","BF9A5099-E9A4-48F7-B9D5-2EEA55BB22B8","Crispy Square","105","440","150","17","8","0","30","470","70","0","34","4","20%","15%","0%","10%"
"1600 Broadway","11538","16","DD13AFFF-F955-4168-91DF-CC71D76797E7","Double Chocolate Brownie Cookie","18","80","45","5","2.5","0","15","25","9","0","7","1","2%","0%","2%","2%"
"1600 Broadway","11538","16","128033B9-46FA-44B5-ACC8-A3F4320D558F","Espresso Brownie","74","340","170","19","8","0","50","135","40","2","27","4","15%","0%","4%","15%"
"1600 Broadway","11538","16","FC1C8542-1D89-414F-8CF4-EB946F157407","Oatmeal Cranberry Cookie","100","390","130","14","8","0","60","260","63","3","34","5","8%","0%","6%","15%"
"1600 Broadway","11538","16","F9CB2298-FDCD-45D5-B773-4AA43F862BBD","Rainbow Cookie","97","420","170","19","12","0","65","370","61","<1","33","5","10%","0%","2%","8%"
"1600 Broadway","11538","16","A7BA8B6A-4518-4175-B080-713B47777252","Protein Plate *with Peanut Butter","187","330","140","16","4.5","0","200","540","35","5","15","16","8%","20%","25%","10%"
"1600 Broadway","11538","16","8F6F1B2C-CFAD-49A1-B9DB-5FF0470AC825","Cinnamon Raisin Bagel","119","330","0","0","0","0","0","460","69","2","13","10","0%","0%","0%","20%"
"1600 Broadway","11538","16","8CDAA908-229F-4968-A505-2BAAC0D23D15","Multigrain Bagel","119","360","45","5","0","0","0","420","69","4","13","13","0%","0%","0%","20%"
"1600 Broadway","11538","16","9A97C1CC-9AB5-49A1-A297-E7191A7B9D43","Multigrain Roll","85","280","50","6","0.5","0","0","400","43","7","7","7","0%","0%","2%","20%"
"1600 Broadway","11538","16","7CA7F46F-C0F4-4A9B-B564-9D66BCFFF6C0","Plain Bagel","119","330","0","0","0","0","0","500","67","2","8","13","0%","0%","0%","20%"
"1600 Broadway","11538","16","1ED58C1C-C4A7-4DF0-84DD-5E333A9A1E1A","Top Pot Apple Fritter","123","490","200","22","10","0","0","290","65","1","27","4","0%","0%","2%","20%"
"1600 Broadway","11538","16","62A32888-2FC2-44B8-821B-3FC16C92260D","Top Pot Chocolate Old Fashioned Doughnut","113","480","220","25","7","0","20","350","60","2","38","5","0%","0%","2%","15%"
"1600 Broadway","11538","16","F51962F7-3F8D-425D-9EA6-A6B0749B24DD","Top Pot Classic Glazed Old Fashioned Doughnut","113","480","210","23","9","0","20","410","64","<1","39","4","0%","0%","2%","10%"
"1600 Broadway","11538","16","54E766B5-80E7-455B-AC51-9D72ED2D0087","Top Pot Glazed Old Fashioned Mini Doughnut","34","150","60","7","2.5","0","5","120","19","0","12","1","0%","0%","0%","4%"
"1600 Broadway","11538","16","6CBF2B48-2D14-447F-B357-F687128C7217","Banana Nut Loaf","113","460","220","24","10","0","105","360","56","2","32","7","10%","0%","6%","10%"
"1600 Broadway","11538","16","B0F9BDAF-6FBB-4605-8435-77C49FF47210","Classic Coffee Cake","113","420","160","18","11","0","95","530","61","1","37","5","15%","4%","4%","20%"
"1600 Broadway","11538","16","EE37AAE9-4444-4FB3-9D0B-E850B69DAD6D","Lemon Loaf Cake","141","440","140","16","8","0","125","390","69","1","47","7","8%","0%","8%","10%"
"1600 Broadway","11538","16","147CBACE-0F04-4AD9-962B-2B6E586F3160","Marble Loaf","113","430","200","22","10","0","130","440","52","1","31","6","10%","0%","6%","10%"
"1600 Broadway","11538","16","49D534CD-C29A-49C3-B72C-FC20630F9A95","Pumpkin Loaf","106","330","110","12","2","0","45","420","50","1","32","5","60%","2%","2%","15%"
"1600 Broadway","11538","16","2C299E70-3EF6-47AE-96F1-CEE44DDE868F","Reduced-Fat Banana Chocolate Chip Coffee Cake","126","390","70","8","4.5","0","0","400","76","3","50","5","0%","2%","6%","15%"
"1600 Broadway","11538","16","D2BFA61E-C25F-4463-851D-85D3617A0094","Reduced-Fat Blueberry Coffee Cake","122","320","50","6","4.5","0","10","420","54","1","33","4","2%","2%","8%","8%"
"1600 Broadway","11538","16","5FECE724-E048-4FDE-9ACC-6C127A678EDB","Reduced-Fat Cinnamon Swirl Coffee Cake","105","300","50","6","4","0","10","370","53","1","34","4","2%","0%","8%","10%"
"1600 Broadway","11538","16","56C35E76-5339-48CC-8757-2269EED12036","Apple Bran Muffin","125","330","70","8","2","0","60","460","61","7","30","7","6%","20%","20%","15%"
"1600 Broadway","11538","16","1A2445D8-4D2D-4786-98D3-3BCF957A8ADC","Blueberry Muffin","120","320","90","11","3","0","70","270","55","<1","31","5","8%","2%","10%","10%"
"1600 Broadway","11538","16","88685C27-AD20-4C99-8B90-30B8C8ADBFA4","Blueberry Scone","120","480","200","22","12","0.5","80","520","64","2","24","7","10%","0%","6%","15%"
"1600 Broadway","11538","16","1E542671-F751-4DF7-8C50-06D8E52DD397","Chocolate Cream Cheese Muffin","100","330","170","20","6","0","115","115","39","2","26","6","6%","0%","6%","6%"
"1600 Broadway","11538","16","39F11F0E-27C4-4A8A-8773-45D0CA9EE8CF","Petite Vanilla Bean Scone","31","130","45","5","3","0","15","65","20","0","9","2","2%","0%","2%","4%"
"1600 Broadway","11538","16","86DB5150-54F3-4D2D-952F-37C730DC4E2E","Petite Vanilla Bean Scone - 3 Pack","94","400","140","16","9","0.5","50","200","60","1","0","5","4%","0%","8%","0"
"1600 Broadway","11538","16","08163770-FA07-4740-A58D-4B4D822E6C3F","Pumpkin Cream Cheese Muffin","150","500","210","24","6","0","85","470","63","1","42","6","15%","2%","6%","15%"
