"store_name","store_id","foodzone","foodcode","foodname","servsize","calories","fatcals","totalfat","satfat","transfat","cholesterol","sodium","carbs","fiber","sugars","protein","vitaminA","vitaminC","calcium","iron"
"2 Columbus Ave.","7465","16","1C7BBE7E-6C42-45F0-B764-DE848B4935DA","Pumpkin Cream Cheese Muffin","150","500","210","24","6","0","85","470","63","1","42","6","15%","2%","6%","15%"
"2 Columbus Ave.","7465","16","8C5744B5-5964-4797-B7CF-B1051F358F39","Pumpkin Scone","127","470","160","18","7","0","25","610","70","2","0","6","2370%","0%","110%","0"
"2 Columbus Ave.","7465","16","A021DD31-E040-4B98-905D-FBF3E4EA9A2B","Raspberry Scone","120","470","190","21","12","0.5","80","510","64","2","25","7","10%","0%","6%","15%"
"2 Columbus Ave.","7465","16","5830DA8A-40D7-4343-ABEE-5C3199C083F3","Triple Berry Cobbler Muffin","135","420","160","18","6","0","70","310","60","2","31","6","6%","15%","4%","10%"
"2 Columbus Ave.","7465","16","2D70AB30-8BE3-4244-B9EC-34884E71CC2F","Perfect Oatmeal","38","140","25","2.5","0.5","0","0","105","25","4","0","5","25%","0%","10%","50%"
"2 Columbus Ave.","7465","16","400AEB10-F37D-49D2-AEFB-75B75C4FD04B","Perfect Oatmeal Topping - Brown Sugar","13","50","0","0","0","0","0","0","13","0","13","0","0%","0%","0%","0%"
"2 Columbus Ave.","7465","16","C8EED7F2-5256-45C5-8615-D63E7E0F5782","Perfect Oatmeal Topping - Dried Fruit","30","100","5","0","0","0","0","10","24","2","20","1","0%","0%","4%","2%"
"2 Columbus Ave.","7465","16","3DBE8B18-D6FF-4FD0-8EF7-7030F56F8D6B","Perfect Oatmeal Topping - Nut Medley","15","100","90","9","1","0","0","0","2","1","1","2","0%","0%","2%","2%"
"2 Columbus Ave.","7465","16","8B0FE62B-EFAE-417B-9147-F09AA428D10D","Classic Sausage, Egg and Aged Cheddar Breakfast Sandwich","184","440","210","23","9","0","175","790","37","2","3","20","8%","0%","40%","20%"
"2 Columbus Ave.","7465","16","F000D897-08E9-46B9-8F23-F01E31A97D7F","Peppered Bacon, Egg and Aged Cheddar Breakfast Sandwich","162","390","170","19","8","0","160","830","37","2","3","19","10%","0%","40%","20%"
"2 Columbus Ave.","7465","16","3B5E3CE2-918E-4165-8FD4-FDF8AE247880","Reduced-Fat Turkey Bacon, Cholesterol-Free Egg, Reduced-Fat White Cheddar Breakfast Sandwich","159","350","100","11","4","0","20","810","41","3","5","20","20%","0%","45%","15%"
"2 Columbus Ave.","7465","16","A1CAFB25-2FC5-4BC7-9B10-534E3AEEE739","Spinach, Roasted Tomato, Feta & Egg Wrap","144","240","90","10","3.5","0","140","730","29","7","3","13","50%","20%","10%","15%"
"Chambers and West Broadway","7466","16","B8439850-2408-48C7-84B6-DD7F5E5CCEC4","Baked Berry Stella","82","280","80","9","4","0","30","150","45","6","17","6","0%","4%","4%","10%"
"Chambers and West Broadway","7466","16","94A7510E-0070-496D-A7DD-CB3572D28B8A","Chewy Fruit and Nut Bar","65","250","90","10","2","0","5","25","38","4","20","5","8%","0%","2%","6%"
"Chambers and West Broadway","7466","16","B2F4BDB6-19C6-4C62-98BA-ECCEF21ABCD3","Chocolate Chunk Cookie","97","420","180","20","13","0","55","470","56","6","28","7","8%","0%","4%","8%"
"Chambers and West Broadway","7466","16","844A3A03-9A01-4F8B-A8C7-8C7A185B7E42","Chocolate Fudge Brownie","98","410","200","22","13","0","110","135","52","2","38","5","10%","0%","2%","10%"
"Chambers and West Broadway","7466","16","64F88DCE-EFF3-4FBD-B7F4-1734A2EFDA1A","Crispy Square","105","440","150","17","8","0","30","470","70","0","34","4","20%","15%","0%","10%"
"Chambers and West Broadway","7466","16","E91E8772-8609-4CBB-98A9-BC39772E58FD","Double Chocolate Brownie Cookie","18","80","45","5","2.5","0","15","25","9","0","7","1","2%","0%","2%","2%"
"Chambers and West Broadway","7466","16","8A0803E2-CFF1-4879-81EE-8F77B0316123","Espresso Brownie","74","340","170","19","8","0","50","135","40","2","27","4","15%","0%","4%","15%"
"Chambers and West Broadway","7466","16","B28C1D11-0C0D-4886-AB66-6F79D269D4C6","Oatmeal Cranberry Cookie","100","390","130","14","8","0","60","260","63","3","34","5","8%","0%","6%","15%"
"Chambers and West Broadway","7466","16","E4BCF6A1-D982-4D44-B639-CCB86A2D30D1","Rainbow Cookie","97","420","170","19","12","0","65","370","61","<1","33","5","10%","0%","2%","8%"
"Chambers and West Broadway","7466","16","8395B766-5CD5-4976-899A-49F28B8E6B94","Protein Plate *with Peanut Butter","187","330","140","16","4.5","0","200","540","35","5","15","16","8%","20%","25%","10%"
"Chambers and West Broadway","7466","16","4FFA59F1-B546-4124-B8A9-8D531F8A8187","Cinnamon Raisin Bagel","119","330","0","0","0","0","0","460","69","2","13","10","0%","0%","0%","20%"
"Chambers and West Broadway","7466","16","3DBA4496-0ED1-4520-86A6-30A5F8041D4D","Multigrain Bagel","119","360","45","5","0","0","0","420","69","4","13","13","0%","0%","0%","20%"
"Chambers and West Broadway","7466","16","15E10060-46E4-4E82-8069-B3CBA2526B3E","Multigrain Roll","85","280","50","6","0.5","0","0","400","43","7","7","7","0%","0%","2%","20%"
"Chambers and West Broadway","7466","16","C9937586-3824-42DF-9D33-E4E6C3193B51","Plain Bagel","119","330","0","0","0","0","0","500","67","2","8","13","0%","0%","0%","20%"
"Chambers and West Broadway","7466","16","2EE85F71-2B24-4B26-8845-C856B4F978F1","Top Pot Apple Fritter","123","490","200","22","10","0","0","290","65","1","27","4","0%","0%","2%","20%"
"Chambers and West Broadway","7466","16","1A5C22C7-540E-4223-875D-7851447C0389","Top Pot Chocolate Old Fashioned Doughnut","113","480","220","25","7","0","20","350","60","2","38","5","0%","0%","2%","15%"
"Chambers and West Broadway","7466","16","753F95A4-C930-45C0-8AE5-7A92C609C437","Top Pot Classic Glazed Old Fashioned Doughnut","113","480","210","23","9","0","20","410","64","<1","39","4","0%","0%","2%","10%"
"Chambers and West Broadway","7466","16","C8649291-8A01-4CC5-B04E-24D2B90444F5","Top Pot Glazed Old Fashioned Mini Doughnut","34","150","60","7","2.5","0","5","120","19","0","12","1","0%","0%","0%","4%"
"Chambers and West Broadway","7466","16","886345F3-0DAE-4330-A3FF-D4CEA29CDA56","Banana Nut Loaf","113","460","220","24","10","0","105","360","56","2","32","7","10%","0%","6%","10%"
"Chambers and West Broadway","7466","16","0653F173-7BE4-4ED4-8FBE-8E08B168B729","Classic Coffee Cake","113","420","160","18","11","0","95","530","61","1","37","5","15%","4%","4%","20%"
"Chambers and West Broadway","7466","16","A7126E7C-DA8A-4C78-8A16-2B1A4F6450E6","Lemon Loaf Cake","141","440","140","16","8","0","125","390","69","1","47","7","8%","0%","8%","10%"
"Chambers and West Broadway","7466","16","6E6A00EA-8A25-4F2F-8BB1-DD229091DFA0","Marble Loaf","113","430","200","22","10","0","130","440","52","1","31","6","10%","0%","6%","10%"
"Chambers and West Broadway","7466","16","D383C11E-5ADD-471C-B7B5-196457C06266","Pumpkin Loaf","106","330","110","12","2","0","45","420","50","1","32","5","60%","2%","2%","15%"
"Chambers and West Broadway","7466","16","493F8B3D-2320-425A-9851-83558ABECFD8","Reduced-Fat Banana Chocolate Chip Coffee Cake","126","390","70","8","4.5","0","0","400","76","3","50","5","0%","2%","6%","15%"
"Chambers and West Broadway","7466","16","B095A612-1806-4186-8B37-C0CEAE2E4A0C","Reduced-Fat Blueberry Coffee Cake","122","320","50","6","4.5","0","10","420","54","1","33","4","2%","2%","8%","8%"
"Chambers and West Broadway","7466","16","3C9B746A-2656-4256-ABBC-4685659D9838","Reduced-Fat Cinnamon Swirl Coffee Cake","105","300","50","6","4","0","10","370","53","1","34","4","2%","0%","8%","10%"
"Chambers and West Broadway","7466","16","FC5FC768-5BEE-451E-A401-DBAD326F20BF","Apple Bran Muffin","125","330","70","8","2","0","60","460","61","7","30","7","6%","20%","20%","15%"
"Chambers and West Broadway","7466","16","4FF53740-E68A-443D-A213-977128B6728E","Blueberry Muffin","120","320","90","11","3","0","70","270","55","<1","31","5","8%","2%","10%","10%"
"Chambers and West Broadway","7466","16","A8E694EA-F0B8-4172-B65C-902EA4F5DCCA","Blueberry Scone","120","480","200","22","12","0.5","80","520","64","2","24","7","10%","0%","6%","15%"
"Chambers and West Broadway","7466","16","BC886F23-F299-4CCC-B750-7AEF68A5670B","Chocolate Cream Cheese Muffin","100","330","170","20","6","0","115","115","39","2","26","6","6%","0%","6%","6%"
"Chambers and West Broadway","7466","16","956088D7-F9A8-4B99-ACF4-FF19044C688F","Petite Vanilla Bean Scone","31","130","45","5","3","0","15","65","20","0","9","2","2%","0%","2%","4%"
"Chambers and West Broadway","7466","16","0087FB21-99BF-4212-9DB1-7C718C56BC96","Petite Vanilla Bean Scone - 3 Pack","94","400","140","16","9","0.5","50","200","60","1","0","5","4%","0%","8%","0"
"Chambers and West Broadway","7466","16","1C7BBE7E-6C42-45F0-B764-DE848B4935DA","Pumpkin Cream Cheese Muffin","150","500","210","24","6","0","85","470","63","1","42","6","15%","2%","6%","15%"
"Chambers and West Broadway","7466","16","8C5744B5-5964-4797-B7CF-B1051F358F39","Pumpkin Scone","127","470","160","18","7","0","25","610","70","2","0","6","2370%","0%","110%","0"
"Chambers and West Broadway","7466","16","A021DD31-E040-4B98-905D-FBF3E4EA9A2B","Raspberry Scone","120","470","190","21","12","0.5","80","510","64","2","25","7","10%","0%","6%","15%"
"Chambers and West Broadway","7466","16","5830DA8A-40D7-4343-ABEE-5C3199C083F3","Triple Berry Cobbler Muffin","135","420","160","18","6","0","70","310","60","2","31","6","6%","15%","4%","10%"
"Chambers and West Broadway","7466","16","2D70AB30-8BE3-4244-B9EC-34884E71CC2F","Perfect Oatmeal","38","140","25","2.5","0.5","0","0","105","25","4","0","5","25%","0%","10%","50%"
"Chambers and West Broadway","7466","16","400AEB10-F37D-49D2-AEFB-75B75C4FD04B","Perfect Oatmeal Topping - Brown Sugar","13","50","0","0","0","0","0","0","13","0","13","0","0%","0%","0%","0%"
"Chambers and West Broadway","7466","16","C8EED7F2-5256-45C5-8615-D63E7E0F5782","Perfect Oatmeal Topping - Dried Fruit","30","100","5","0","0","0","0","10","24","2","20","1","0%","0%","4%","2%"
"Chambers and West Broadway","7466","16","3DBE8B18-D6FF-4FD0-8EF7-7030F56F8D6B","Perfect Oatmeal Topping - Nut Medley","15","100","90","9","1","0","0","0","2","1","1","2","0%","0%","2%","2%"
"Chambers and West Broadway","7466","16","8B0FE62B-EFAE-417B-9147-F09AA428D10D","Classic Sausage, Egg and Aged Cheddar Breakfast Sandwich","184","440","210","23","9","0","175","790","37","2","3","20","8%","0%","40%","20%"
"Chambers and West Broadway","7466","16","F000D897-08E9-46B9-8F23-F01E31A97D7F","Peppered Bacon, Egg and Aged Cheddar Breakfast Sandwich","162","390","170","19","8","0","160","830","37","2","3","19","10%","0%","40%","20%"
"Chambers and West Broadway","7466","16","3B5E3CE2-918E-4165-8FD4-FDF8AE247880","Reduced-Fat Turkey Bacon, Cholesterol-Free Egg, Reduced-Fat White Cheddar Breakfast Sandwich","159","350","100","11","4","0","20","810","41","3","5","20","20%","0%","45%","15%"
"Chambers and West Broadway","7466","16","A1CAFB25-2FC5-4BC7-9B10-534E3AEEE739","Spinach, Roasted Tomato, Feta & Egg Wrap","144","240","90","10","3.5","0","140","730","29","7","3","13","50%","20%","10%","15%"
"39th and 8th","7468","16","B8439850-2408-48C7-84B6-DD7F5E5CCEC4","Baked Berry Stella","82","280","80","9","4","0","30","150","45","6","17","6","0%","4%","4%","10%"
"39th and 8th","7468","16","94A7510E-0070-496D-A7DD-CB3572D28B8A","Chewy Fruit and Nut Bar","65","250","90","10","2","0","5","25","38","4","20","5","8%","0%","2%","6%"
"39th and 8th","7468","16","B2F4BDB6-19C6-4C62-98BA-ECCEF21ABCD3","Chocolate Chunk Cookie","97","420","180","20","13","0","55","470","56","6","28","7","8%","0%","4%","8%"
"39th and 8th","7468","16","844A3A03-9A01-4F8B-A8C7-8C7A185B7E42","Chocolate Fudge Brownie","98","410","200","22","13","0","110","135","52","2","38","5","10%","0%","2%","10%"
"39th and 8th","7468","16","64F88DCE-EFF3-4FBD-B7F4-1734A2EFDA1A","Crispy Square","105","440","150","17","8","0","30","470","70","0","34","4","20%","15%","0%","10%"
"39th and 8th","7468","16","E91E8772-8609-4CBB-98A9-BC39772E58FD","Double Chocolate Brownie Cookie","18","80","45","5","2.5","0","15","25","9","0","7","1","2%","0%","2%","2%"
"39th and 8th","7468","16","8A0803E2-CFF1-4879-81EE-8F77B0316123","Espresso Brownie","74","340","170","19","8","0","50","135","40","2","27","4","15%","0%","4%","15%"
"39th and 8th","7468","16","B28C1D11-0C0D-4886-AB66-6F79D269D4C6","Oatmeal Cranberry Cookie","100","390","130","14","8","0","60","260","63","3","34","5","8%","0%","6%","15%"
"39th and 8th","7468","16","E4BCF6A1-D982-4D44-B639-CCB86A2D30D1","Rainbow Cookie","97","420","170","19","12","0","65","370","61","<1","33","5","10%","0%","2%","8%"
"39th and 8th","7468","16","8395B766-5CD5-4976-899A-49F28B8E6B94","Protein Plate *with Peanut Butter","187","330","140","16","4.5","0","200","540","35","5","15","16","8%","20%","25%","10%"
"39th and 8th","7468","16","4FFA59F1-B546-4124-B8A9-8D531F8A8187","Cinnamon Raisin Bagel","119","330","0","0","0","0","0","460","69","2","13","10","0%","0%","0%","20%"
"39th and 8th","7468","16","3DBA4496-0ED1-4520-86A6-30A5F8041D4D","Multigrain Bagel","119","360","45","5","0","0","0","420","69","4","13","13","0%","0%","0%","20%"
"39th and 8th","7468","16","15E10060-46E4-4E82-8069-B3CBA2526B3E","Multigrain Roll","85","280","50","6","0.5","0","0","400","43","7","7","7","0%","0%","2%","20%"
"39th and 8th","7468","16","C9937586-3824-42DF-9D33-E4E6C3193B51","Plain Bagel","119","330","0","0","0","0","0","500","67","2","8","13","0%","0%","0%","20%"
"39th and 8th","7468","16","2EE85F71-2B24-4B26-8845-C856B4F978F1","Top Pot Apple Fritter","123","490","200","22","10","0","0","290","65","1","27","4","0%","0%","2%","20%"
"39th and 8th","7468","16","1A5C22C7-540E-4223-875D-7851447C0389","Top Pot Chocolate Old Fashioned Doughnut","113","480","220","25","7","0","20","350","60","2","38","5","0%","0%","2%","15%"
"39th and 8th","7468","16","753F95A4-C930-45C0-8AE5-7A92C609C437","Top Pot Classic Glazed Old Fashioned Doughnut","113","480","210","23","9","0","20","410","64","<1","39","4","0%","0%","2%","10%"
"39th and 8th","7468","16","C8649291-8A01-4CC5-B04E-24D2B90444F5","Top Pot Glazed Old Fashioned Mini Doughnut","34","150","60","7","2.5","0","5","120","19","0","12","1","0%","0%","0%","4%"
"39th and 8th","7468","16","886345F3-0DAE-4330-A3FF-D4CEA29CDA56","Banana Nut Loaf","113","460","220","24","10","0","105","360","56","2","32","7","10%","0%","6%","10%"
"39th and 8th","7468","16","0653F173-7BE4-4ED4-8FBE-8E08B168B729","Classic Coffee Cake","113","420","160","18","11","0","95","530","61","1","37","5","15%","4%","4%","20%"
"39th and 8th","7468","16","A7126E7C-DA8A-4C78-8A16-2B1A4F6450E6","Lemon Loaf Cake","141","440","140","16","8","0","125","390","69","1","47","7","8%","0%","8%","10%"
"39th and 8th","7468","16","6E6A00EA-8A25-4F2F-8BB1-DD229091DFA0","Marble Loaf","113","430","200","22","10","0","130","440","52","1","31","6","10%","0%","6%","10%"
"39th and 8th","7468","16","D383C11E-5ADD-471C-B7B5-196457C06266","Pumpkin Loaf","106","330","110","12","2","0","45","420","50","1","32","5","60%","2%","2%","15%"
"39th and 8th","7468","16","493F8B3D-2320-425A-9851-83558ABECFD8","Reduced-Fat Banana Chocolate Chip Coffee Cake","126","390","70","8","4.5","0","0","400","76","3","50","5","0%","2%","6%","15%"
"39th and 8th","7468","16","B095A612-1806-4186-8B37-C0CEAE2E4A0C","Reduced-Fat Blueberry Coffee Cake","122","320","50","6","4.5","0","10","420","54","1","33","4","2%","2%","8%","8%"
"39th and 8th","7468","16","3C9B746A-2656-4256-ABBC-4685659D9838","Reduced-Fat Cinnamon Swirl Coffee Cake","105","300","50","6","4","0","10","370","53","1","34","4","2%","0%","8%","10%"
"39th and 8th","7468","16","FC5FC768-5BEE-451E-A401-DBAD326F20BF","Apple Bran Muffin","125","330","70","8","2","0","60","460","61","7","30","7","6%","20%","20%","15%"
"39th and 8th","7468","16","4FF53740-E68A-443D-A213-977128B6728E","Blueberry Muffin","120","320","90","11","3","0","70","270","55","<1","31","5","8%","2%","10%","10%"
"39th and 8th","7468","16","A8E694EA-F0B8-4172-B65C-902EA4F5DCCA","Blueberry Scone","120","480","200","22","12","0.5","80","520","64","2","24","7","10%","0%","6%","15%"
"39th and 8th","7468","16","BC886F23-F299-4CCC-B750-7AEF68A5670B","Chocolate Cream Cheese Muffin","100","330","170","20","6","0","115","115","39","2","26","6","6%","0%","6%","6%"
"39th and 8th","7468","16","956088D7-F9A8-4B99-ACF4-FF19044C688F","Petite Vanilla Bean Scone","31","130","45","5","3","0","15","65","20","0","9","2","2%","0%","2%","4%"
"39th and 8th","7468","16","0087FB21-99BF-4212-9DB1-7C718C56BC96","Petite Vanilla Bean Scone - 3 Pack","94","400","140","16","9","0.5","50","200","60","1","0","5","4%","0%","8%","0"
"39th and 8th","7468","16","1C7BBE7E-6C42-45F0-B764-DE848B4935DA","Pumpkin Cream Cheese Muffin","150","500","210","24","6","0","85","470","63","1","42","6","15%","2%","6%","15%"
"39th and 8th","7468","16","8C5744B5-5964-4797-B7CF-B1051F358F39","Pumpkin Scone","127","470","160","18","7","0","25","610","70","2","0","6","2370%","0%","110%","0"
"39th and 8th","7468","16","A021DD31-E040-4B98-905D-FBF3E4EA9A2B","Raspberry Scone","120","470","190","21","12","0.5","80","510","64","2","25","7","10%","0%","6%","15%"
"39th and 8th","7468","16","5830DA8A-40D7-4343-ABEE-5C3199C083F3","Triple Berry Cobbler Muffin","135","420","160","18","6","0","70","310","60","2","31","6","6%","15%","4%","10%"
"39th and 8th","7468","16","2D70AB30-8BE3-4244-B9EC-34884E71CC2F","Perfect Oatmeal","38","140","25","2.5","0.5","0","0","105","25","4","0","5","25%","0%","10%","50%"
"39th and 8th","7468","16","400AEB10-F37D-49D2-AEFB-75B75C4FD04B","Perfect Oatmeal Topping - Brown Sugar","13","50","0","0","0","0","0","0","13","0","13","0","0%","0%","0%","0%"
"39th and 8th","7468","16","C8EED7F2-5256-45C5-8615-D63E7E0F5782","Perfect Oatmeal Topping - Dried Fruit","30","100","5","0","0","0","0","10","24","2","20","1","0%","0%","4%","2%"
"39th and 8th","7468","16","3DBE8B18-D6FF-4FD0-8EF7-7030F56F8D6B","Perfect Oatmeal Topping - Nut Medley","15","100","90","9","1","0","0","0","2","1","1","2","0%","0%","2%","2%"
"39th and 8th","7468","16","8B0FE62B-EFAE-417B-9147-F09AA428D10D","Classic Sausage, Egg and Aged Cheddar Breakfast Sandwich","184","440","210","23","9","0","175","790","37","2","3","20","8%","0%","40%","20%"
"39th and 8th","7468","16","F000D897-08E9-46B9-8F23-F01E31A97D7F","Peppered Bacon, Egg and Aged Cheddar Breakfast Sandwich","162","390","170","19","8","0","160","830","37","2","3","19","10%","0%","40%","20%"
"39th and 8th","7468","16","3B5E3CE2-918E-4165-8FD4-FDF8AE247880","Reduced-Fat Turkey Bacon, Cholesterol-Free Egg, Reduced-Fat White Cheddar Breakfast Sandwich","159","350","100","11","4","0","20","810","41","3","5","20","20%","0%","45%","15%"
"39th and 8th","7468","16","A1CAFB25-2FC5-4BC7-9B10-534E3AEEE739","Spinach, Roasted Tomato, Feta & Egg Wrap","144","240","90","10","3.5","0","140","730","29","7","3","13","50%","20%","10%","15%"
"35th and 8th","7470","16","B8439850-2408-48C7-84B6-DD7F5E5CCEC4","Baked Berry Stella","82","280","80","9","4","0","30","150","45","6","17","6","0%","4%","4%","10%"
"35th and 8th","7470","16","94A7510E-0070-496D-A7DD-CB3572D28B8A","Chewy Fruit and Nut Bar","65","250","90","10","2","0","5","25","38","4","20","5","8%","0%","2%","6%"
"35th and 8th","7470","16","B2F4BDB6-19C6-4C62-98BA-ECCEF21ABCD3","Chocolate Chunk Cookie","97","420","180","20","13","0","55","470","56","6","28","7","8%","0%","4%","8%"
"35th and 8th","7470","16","844A3A03-9A01-4F8B-A8C7-8C7A185B7E42","Chocolate Fudge Brownie","98","410","200","22","13","0","110","135","52","2","38","5","10%","0%","2%","10%"
"35th and 8th","7470","16","64F88DCE-EFF3-4FBD-B7F4-1734A2EFDA1A","Crispy Square","105","440","150","17","8","0","30","470","70","0","34","4","20%","15%","0%","10%"
"35th and 8th","7470","16","E91E8772-8609-4CBB-98A9-BC39772E58FD","Double Chocolate Brownie Cookie","18","80","45","5","2.5","0","15","25","9","0","7","1","2%","0%","2%","2%"
"35th and 8th","7470","16","8A0803E2-CFF1-4879-81EE-8F77B0316123","Espresso Brownie","74","340","170","19","8","0","50","135","40","2","27","4","15%","0%","4%","15%"
"35th and 8th","7470","16","B28C1D11-0C0D-4886-AB66-6F79D269D4C6","Oatmeal Cranberry Cookie","100","390","130","14","8","0","60","260","63","3","34","5","8%","0%","6%","15%"
"35th and 8th","7470","16","E4BCF6A1-D982-4D44-B639-CCB86A2D30D1","Rainbow Cookie","97","420","170","19","12","0","65","370","61","<1","33","5","10%","0%","2%","8%"
"35th and 8th","7470","16","8395B766-5CD5-4976-899A-49F28B8E6B94","Protein Plate *with Peanut Butter","187","330","140","16","4.5","0","200","540","35","5","15","16","8%","20%","25%","10%"
"35th and 8th","7470","16","4FFA59F1-B546-4124-B8A9-8D531F8A8187","Cinnamon Raisin Bagel","119","330","0","0","0","0","0","460","69","2","13","10","0%","0%","0%","20%"
"35th and 8th","7470","16","3DBA4496-0ED1-4520-86A6-30A5F8041D4D","Multigrain Bagel","119","360","45","5","0","0","0","420","69","4","13","13","0%","0%","0%","20%"
"35th and 8th","7470","16","15E10060-46E4-4E82-8069-B3CBA2526B3E","Multigrain Roll","85","280","50","6","0.5","0","0","400","43","7","7","7","0%","0%","2%","20%"
"35th and 8th","7470","16","C9937586-3824-42DF-9D33-E4E6C3193B51","Plain Bagel","119","330","0","0","0","0","0","500","67","2","8","13","0%","0%","0%","20%"
"35th and 8th","7470","16","2EE85F71-2B24-4B26-8845-C856B4F978F1","Top Pot Apple Fritter","123","490","200","22","10","0","0","290","65","1","27","4","0%","0%","2%","20%"
"35th and 8th","7470","16","1A5C22C7-540E-4223-875D-7851447C0389","Top Pot Chocolate Old Fashioned Doughnut","113","480","220","25","7","0","20","350","60","2","38","5","0%","0%","2%","15%"
"35th and 8th","7470","16","753F95A4-C930-45C0-8AE5-7A92C609C437","Top Pot Classic Glazed Old Fashioned Doughnut","113","480","210","23","9","0","20","410","64","<1","39","4","0%","0%","2%","10%"
"35th and 8th","7470","16","C8649291-8A01-4CC5-B04E-24D2B90444F5","Top Pot Glazed Old Fashioned Mini Doughnut","34","150","60","7","2.5","0","5","120","19","0","12","1","0%","0%","0%","4%"
"35th and 8th","7470","16","886345F3-0DAE-4330-A3FF-D4CEA29CDA56","Banana Nut Loaf","113","460","220","24","10","0","105","360","56","2","32","7","10%","0%","6%","10%"
"35th and 8th","7470","16","0653F173-7BE4-4ED4-8FBE-8E08B168B729","Classic Coffee Cake","113","420","160","18","11","0","95","530","61","1","37","5","15%","4%","4%","20%"
"35th and 8th","7470","16","A7126E7C-DA8A-4C78-8A16-2B1A4F6450E6","Lemon Loaf Cake","141","440","140","16","8","0","125","390","69","1","47","7","8%","0%","8%","10%"
"35th and 8th","7470","16","6E6A00EA-8A25-4F2F-8BB1-DD229091DFA0","Marble Loaf","113","430","200","22","10","0","130","440","52","1","31","6","10%","0%","6%","10%"
"35th and 8th","7470","16","D383C11E-5ADD-471C-B7B5-196457C06266","Pumpkin Loaf","106","330","110","12","2","0","45","420","50","1","32","5","60%","2%","2%","15%"
"35th and 8th","7470","16","493F8B3D-2320-425A-9851-83558ABECFD8","Reduced-Fat Banana Chocolate Chip Coffee Cake","126","390","70","8","4.5","0","0","400","76","3","50","5","0%","2%","6%","15%"
"35th and 8th","7470","16","B095A612-1806-4186-8B37-C0CEAE2E4A0C","Reduced-Fat Blueberry Coffee Cake","122","320","50","6","4.5","0","10","420","54","1","33","4","2%","2%","8%","8%"
"35th and 8th","7470","16","3C9B746A-2656-4256-ABBC-4685659D9838","Reduced-Fat Cinnamon Swirl Coffee Cake","105","300","50","6","4","0","10","370","53","1","34","4","2%","0%","8%","10%"
"35th and 8th","7470","16","FC5FC768-5BEE-451E-A401-DBAD326F20BF","Apple Bran Muffin","125","330","70","8","2","0","60","460","61","7","30","7","6%","20%","20%","15%"
"35th and 8th","7470","16","4FF53740-E68A-443D-A213-977128B6728E","Blueberry Muffin","120","320","90","11","3","0","70","270","55","<1","31","5","8%","2%","10%","10%"
"35th and 8th","7470","16","A8E694EA-F0B8-4172-B65C-902EA4F5DCCA","Blueberry Scone","120","480","200","22","12","0.5","80","520","64","2","24","7","10%","0%","6%","15%"
"35th and 8th","7470","16","BC886F23-F299-4CCC-B750-7AEF68A5670B","Chocolate Cream Cheese Muffin","100","330","170","20","6","0","115","115","39","2","26","6","6%","0%","6%","6%"
"35th and 8th","7470","16","956088D7-F9A8-4B99-ACF4-FF19044C688F","Petite Vanilla Bean Scone","31","130","45","5","3","0","15","65","20","0","9","2","2%","0%","2%","4%"
"35th and 8th","7470","16","0087FB21-99BF-4212-9DB1-7C718C56BC96","Petite Vanilla Bean Scone - 3 Pack","94","400","140","16","9","0.5","50","200","60","1","0","5","4%","0%","8%","0"
"35th and 8th","7470","16","1C7BBE7E-6C42-45F0-B764-DE848B4935DA","Pumpkin Cream Cheese Muffin","150","500","210","24","6","0","85","470","63","1","42","6","15%","2%","6%","15%"
"35th and 8th","7470","16","8C5744B5-5964-4797-B7CF-B1051F358F39","Pumpkin Scone","127","470","160","18","7","0","25","610","70","2","0","6","2370%","0%","110%","0"
"35th and 8th","7470","16","A021DD31-E040-4B98-905D-FBF3E4EA9A2B","Raspberry Scone","120","470","190","21","12","0.5","80","510","64","2","25","7","10%","0%","6%","15%"
"35th and 8th","7470","16","5830DA8A-40D7-4343-ABEE-5C3199C083F3","Triple Berry Cobbler Muffin","135","420","160","18","6","0","70","310","60","2","31","6","6%","15%","4%","10%"
"35th and 8th","7470","16","2D70AB30-8BE3-4244-B9EC-34884E71CC2F","Perfect Oatmeal","38","140","25","2.5","0.5","0","0","105","25","4","0","5","25%","0%","10%","50%"
"35th and 8th","7470","16","400AEB10-F37D-49D2-AEFB-75B75C4FD04B","Perfect Oatmeal Topping - Brown Sugar","13","50","0","0","0","0","0","0","13","0","13","0","0%","0%","0%","0%"
"35th and 8th","7470","16","C8EED7F2-5256-45C5-8615-D63E7E0F5782","Perfect Oatmeal Topping - Dried Fruit","30","100","5","0","0","0","0","10","24","2","20","1","0%","0%","4%","2%"
"35th and 8th","7470","16","3DBE8B18-D6FF-4FD0-8EF7-7030F56F8D6B","Perfect Oatmeal Topping - Nut Medley","15","100","90","9","1","0","0","0","2","1","1","2","0%","0%","2%","2%"
"35th and 8th","7470","16","8B0FE62B-EFAE-417B-9147-F09AA428D10D","Classic Sausage, Egg and Aged Cheddar Breakfast Sandwich","184","440","210","23","9","0","175","790","37","2","3","20","8%","0%","40%","20%"
"35th and 8th","7470","16","F000D897-08E9-46B9-8F23-F01E31A97D7F","Peppered Bacon, Egg and Aged Cheddar Breakfast Sandwich","162","390","170","19","8","0","160","830","37","2","3","19","10%","0%","40%","20%"
