Median Rent % Income,County,State Code,County Code,State
21.6,"Appomattox County, Virginia",51,011,VA
26.1,"Arlington County, Virginia",51,013,VA
26.1,"Augusta County, Virginia",51,015,VA
24.4,"Bath County, Virginia",51,017,VA
27.6,"Bedford County, Virginia",51,019,VA
19.7,"Bland County, Virginia",51,021,VA
21.9,"Botetourt County, Virginia",51,023,VA
25.5,"Brunswick County, Virginia",51,025,VA
36.9,"Buchanan County, Virginia",51,027,VA
27.7,"Buckingham County, Virginia",51,029,VA
26.0,"Campbell County, Virginia",51,031,VA
28.9,"Caroline County, Virginia",51,033,VA
20.0,"Carroll County, Virginia",51,035,VA
30.6,"Charles City County, Virginia",51,036,VA
34.6,"Charlotte County, Virginia",51,037,VA
30.7,"Chesterfield County, Virginia",51,041,VA
34.0,"Clarke County, Virginia",51,043,VA
19.9,"Craig County, Virginia",51,045,VA
29.4,"Culpeper County, Virginia",51,047,VA
22.7,"Cumberland County, Virginia",51,049,VA
32.9,"Dickenson County, Virginia",51,051,VA
22.2,"Dinwiddie County, Virginia",51,053,VA
30.8,"Essex County, Virginia",51,057,VA
28.3,"Fairfax County, Virginia",51,059,VA
23.9,"Fauquier County, Virginia",51,061,VA
23.7,"Floyd County, Virginia",51,063,VA
24.4,"Fluvanna County, Virginia",51,065,VA
21.9,"Franklin County, Virginia",51,067,VA
27.0,"Frederick County, Virginia",51,069,VA
23.0,"Giles County, Virginia",51,071,VA
26.6,"Gloucester County, Virginia",51,073,VA
24.4,"Goochland County, Virginia",51,075,VA
31.7,"Grayson County, Virginia",51,077,VA
27.1,"Greene County, Virginia",51,079,VA
32.4,"Greensville County, Virginia",51,081,VA
31.4,"Halifax County, Virginia",51,083,VA
27.9,"Hanover County, Virginia",51,085,VA
30.9,"Henrico County, Virginia",51,087,VA
27.0,"Henry County, Virginia",51,089,VA
37.3,"Highland County, Virginia",51,091,VA
26.2,"Isle of Wight County, Virginia",51,093,VA
32.7,"James City County, Virginia",51,095,VA
24.8,"King and Queen County, Virginia",51,097,VA
29.4,"King George County, Virginia",51,099,VA
31.4,"King William County, Virginia",51,101,VA
31.3,"Lancaster County, Virginia",51,103,VA
38.1,"Lee County, Virginia",51,105,VA
27.3,"Loudoun County, Virginia",51,107,VA
33.2,"Louisa County, Virginia",51,109,VA
27.0,"Lunenburg County, Virginia",51,111,VA
29.0,"Madison County, Virginia",51,113,VA
19.8,"Mathews County, Virginia",51,115,VA
29.5,"Mecklenburg County, Virginia",51,117,VA
29.1,"Middlesex County, Virginia",51,119,VA
30.8,"Montgomery County, Virginia",51,121,VA
26.9,"Nelson County, Virginia",51,125,VA
32.6,"New Kent County, Virginia",51,127,VA
28.2,"Northampton County, Virginia",51,131,VA
20.4,"Northumberland County, Virginia",51,133,VA
26.1,"Nottoway County, Virginia",51,135,VA
26.9,"Orange County, Virginia",51,137,VA
26.8,"Page County, Virginia",51,139,VA
27.2,"Patrick County, Virginia",51,141,VA
29.1,"Pittsylvania County, Virginia",51,143,VA
28.2,"Powhatan County, Virginia",51,145,VA
30.4,"Prince Edward County, Virginia",51,147,VA
29.0,"Prince George County, Virginia",51,149,VA
29.9,"Prince William County, Virginia",51,153,VA
25.8,"Pulaski County, Virginia",51,155,VA
22.7,"Rappahannock County, Virginia",51,157,VA
21.8,"Richmond County, Virginia",51,159,VA
26.4,"Roanoke County, Virginia",51,161,VA
27.0,"Rockbridge County, Virginia",51,163,VA
26.3,"Rockingham County, Virginia",51,165,VA
26.9,"Russell County, Virginia",51,167,VA
26.1,"Scott County, Virginia",51,169,VA
27.2,"Shenandoah County, Virginia",51,171,VA
27.8,"Smyth County, Virginia",51,173,VA
30.4,"Southampton County, Virginia",51,175,VA
30.8,"Spotsylvania County, Virginia",51,177,VA
29.1,"Stafford County, Virginia",51,179,VA
27.7,"Surry County, Virginia",51,181,VA
28.8,"Sussex County, Virginia",51,183,VA
27.7,"Tazewell County, Virginia",51,185,VA
26.9,"Warren County, Virginia",51,187,VA
23.2,"Washington County, Virginia",51,191,VA
34.1,"Westmoreland County, Virginia",51,193,VA
24.6,"Wise County, Virginia",51,195,VA
27.8,"Wythe County, Virginia",51,197,VA
28.5,"York County, Virginia",51,199,VA
28.3,"Alexandria city, Virginia",51,510,VA
27.7,"Bristol city, Virginia",51,520,VA
30.2,"Buena Vista city, Virginia",51,530,VA
33.9,"Charlottesville city, Virginia",51,540,VA
33.0,"Chesapeake city, Virginia",51,550,VA
31.3,"Colonial Heights city, Virginia",51,570,VA
28.8,"Covington city, Virginia",51,580,VA
27.4,"Danville city, Virginia",51,590,VA
28.4,"Emporia city, Virginia",51,595,VA
29.8,"Fairfax city, Virginia",51,600,VA
25.8,"Falls Church city, Virginia",51,610,VA
26.4,"Franklin city, Virginia",51,620,VA
28.7,"Fredericksburg city, Virginia",51,630,VA
23.8,"Galax city, Virginia",51,640,VA
32.5,"Hampton city, Virginia",51,650,VA
27.9,"Harrisonburg city, Virginia",51,660,VA
37.4,"Hopewell city, Virginia",51,670,VA
28.4,"Lexington city, Virginia",51,678,VA
28.9,"Lynchburg city, Virginia",51,680,VA
29.1,"Manassas city, Virginia",51,683,VA
30.3,"Manassas Park city, Virginia",51,685,VA
26.6,"Martinsville city, Virginia",51,690,VA
30.5,"Newport News city, Virginia",51,700,VA
31.7,"Norfolk city, Virginia",51,710,VA
27.7,"Norton city, Virginia",51,720,VA
30.0,"Petersburg city, Virginia",51,730,VA
33.4,"Poquoson city, Virginia",51,735,VA
34.5,"Portsmouth city, Virginia",51,740,VA
35.7,"Radford city, Virginia",51,750,VA
31.4,"Richmond city, Virginia",51,760,VA
28.8,"Roanoke city, Virginia",51,770,VA
29.6,"Salem city, Virginia",51,775,VA
26.5,"Staunton city, Virginia",51,790,VA
33.4,"Suffolk city, Virginia",51,800,VA
31.1,"Virginia Beach city, Virginia",51,810,VA
29.2,"Waynesboro city, Virginia",51,820,VA
34.9,"Williamsburg city, Virginia",51,830,VA
30.6,"Winchester city, Virginia",51,840,VA
29.5,"Adams County, Washington",53,001,WA
28.3,"Asotin County, Washington",53,003,WA
29.0,"Benton County, Washington",53,005,WA
26.6,"Chelan County, Washington",53,007,WA
30.5,"Clallam County, Washington",53,009,WA
30.2,"Clark County, Washington",53,011,WA
25.9,"Columbia County, Washington",53,013,WA
29.8,"Cowlitz County, Washington",53,015,WA
26.4,"Douglas County, Washington",53,017,WA
23.9,"Ferry County, Washington",53,019,WA
28.8,"Franklin County, Washington",53,021,WA
30.0,"Garfield County, Washington",53,023,WA
25.6,"Grant County, Washington",53,025,WA
28.1,"Grays Harbor County, Washington",53,027,WA
31.7,"Island County, Washington",53,029,WA
28.6,"Jefferson County, Washington",53,031,WA
28.5,"King County, Washington",53,033,WA
31.1,"Kitsap County, Washington",53,035,WA
32.6,"Kittitas County, Washington",53,037,WA
31.0,"Klickitat County, Washington",53,039,WA
29.6,"Lewis County, Washington",53,041,WA
21.0,"Lincoln County, Washington",53,043,WA
27.8,"Mason County, Washington",53,045,WA
22.1,"Okanogan County, Washington",53,047,WA
29.0,"Pacific County, Washington",53,049,WA
24.7,"Pend Oreille County, Washington",53,051,WA
31.0,"Pierce County, Washington",53,053,WA
27.5,"San Juan County, Washington",53,055,WA
31.4,"Skagit County, Washington",53,057,WA
28.4,"Skamania County, Washington",53,059,WA
31.3,"Snohomish County, Washington",53,061,WA
30.9,"Spokane County, Washington",53,063,WA
27.4,"Stevens County, Washington",53,065,WA
31.9,"Thurston County, Washington",53,067,WA
40.8,"Wahkiakum County, Washington",53,069,WA
31.0,"Walla Walla County, Washington",53,071,WA
34.6,"Whatcom County, Washington",53,073,WA
39.2,"Whitman County, Washington",53,075,WA
27.9,"Yakima County, Washington",53,077,WA
24.1,"Barbour County, West Virginia",54,001,WV
29.3,"Berkeley County, West Virginia",54,003,WV
29.7,"Boone County, West Virginia",54,005,WV
22.7,"Braxton County, West Virginia",54,007,WV
26.3,"Brooke County, West Virginia",54,009,WV
34.5,"Cabell County, West Virginia",54,011,WV
20.6,"Calhoun County, West Virginia",54,013,WV
39.9,"Clay County, West Virginia",54,015,WV
26.2,"Doddridge County, West Virginia",54,017,WV
30.8,"Fayette County, West Virginia",54,019,WV
25.1,"Gilmer County, West Virginia",54,021,WV
33.0,"Grant County, West Virginia",54,023,WV
32.0,"Greenbrier County, West Virginia",54,025,WV
22.7,"Hampshire County, West Virginia",54,027,WV
26.6,"Hancock County, West Virginia",54,029,WV
23.2,"Hardy County, West Virginia",54,031,WV
28.6,"Harrison County, West Virginia",54,033,WV
25.9,"Jackson County, West Virginia",54,035,WV
27.2,"Jefferson County, West Virginia",54,037,WV
27.8,"Kanawha County, West Virginia",54,039,WV
27.0,"Lewis County, West Virginia",54,041,WV
23.7,"Lincoln County, West Virginia",54,043,WV
25.5,"Logan County, West Virginia",54,045,WV
29.8,"McDowell County, West Virginia",54,047,WV
27.3,"Marion County, West Virginia",54,049,WV
29.4,"Marshall County, West Virginia",54,051,WV
25.1,"Mason County, West Virginia",54,053,WV
31.0,"Mercer County, West Virginia",54,055,WV
27.1,"Mineral County, West Virginia",54,057,WV
22.2,"Mingo County, West Virginia",54,059,WV
33.5,"Monongalia County, West Virginia",54,061,WV
24.7,"Monroe County, West Virginia",54,063,WV
27.8,"Morgan County, West Virginia",54,065,WV
26.2,"Nicholas County, West Virginia",54,067,WV
31.9,"Ohio County, West Virginia",54,069,WV
24.6,"Pendleton County, West Virginia",54,071,WV
28.7,"Pleasants County, West Virginia",54,073,WV
24.8,"Pocahontas County, West Virginia",54,075,WV
28.6,"Preston County, West Virginia",54,077,WV
26.8,"Putnam County, West Virginia",54,079,WV
31.1,"Raleigh County, West Virginia",54,081,WV
27.9,"Randolph County, West Virginia",54,083,WV
25.5,"Ritchie County, West Virginia",54,085,WV
29.3,"Roane County, West Virginia",54,087,WV
23.6,"Summers County, West Virginia",54,089,WV
27.7,"Taylor County, West Virginia",54,091,WV
28.3,"Tucker County, West Virginia",54,093,WV
27.5,"Tyler County, West Virginia",54,095,WV
30.8,"Upshur County, West Virginia",54,097,WV
25.2,"Wayne County, West Virginia",54,099,WV
34.1,"Webster County, West Virginia",54,101,WV
26.8,"Wetzel County, West Virginia",54,103,WV
29.5,"Wirt County, West Virginia",54,105,WV
30.4,"Wood County, West Virginia",54,107,WV
31.5,"Wyoming County, West Virginia",54,109,WV
24.5,"Adams County, Wisconsin",55,001,WI
25.7,"Ashland County, Wisconsin",55,003,WI
27.3,"Barron County, Wisconsin",55,005,WI
22.1,"Bayfield County, Wisconsin",55,007,WI
25.4,"Brown County, Wisconsin",55,009,WI
24.7,"Buffalo County, Wisconsin",55,011,WI
26.9,"Burnett County, Wisconsin",55,013,WI
24.9,"Calumet County, Wisconsin",55,015,WI
25.3,"Chippewa County, Wisconsin",55,017,WI
22.6,"Clark County, Wisconsin",55,019,WI
23.4,"Columbia County, Wisconsin",55,021,WI
22.8,"Crawford County, Wisconsin",55,023,WI
28.5,"Dane County, Wisconsin",55,025,WI
23.0,"Dodge County, Wisconsin",55,027,WI
26.9,"Door County, Wisconsin",55,029,WI
27.3,"Douglas County, Wisconsin",55,031,WI
25.4,"Dunn County, Wisconsin",55,033,WI
24.8,"Eau Claire County, Wisconsin",55,035,WI
22.5,"Florence County, Wisconsin",55,037,WI
24.8,"Fond du Lac County, Wisconsin",55,039,WI
19.6,"Forest County, Wisconsin",55,041,WI
27.1,"Grant County, Wisconsin",55,043,WI
22.7,"Green County, Wisconsin",55,045,WI
25.0,"Green Lake County, Wisconsin",55,047,WI
23.4,"Iowa County, Wisconsin",55,049,WI
29.3,"Iron County, Wisconsin",55,051,WI
25.3,"Jackson County, Wisconsin",55,053,WI
25.0,"Jefferson County, Wisconsin",55,055,WI
24.8,"Juneau County, Wisconsin",55,057,WI
28.6,"Kenosha County, Wisconsin",55,059,WI
23.3,"Kewaunee County, Wisconsin",55,061,WI
28.1,"La Crosse County, Wisconsin",55,063,WI
25.1,"Lafayette County, Wisconsin",55,065,WI
26.5,"Langlade County, Wisconsin",55,067,WI
31.0,"Lincoln County, Wisconsin",55,069,WI
22.9,"Manitowoc County, Wisconsin",55,071,WI
25.5,"Marathon County, Wisconsin",55,073,WI
22.4,"Marinette County, Wisconsin",55,075,WI
25.4,"Marquette County, Wisconsin",55,077,WI
23.3,"Menominee County, Wisconsin",55,078,WI
29.2,"Milwaukee County, Wisconsin",55,079,WI
25.1,"Monroe County, Wisconsin",55,081,WI
24.7,"Oconto County, Wisconsin",55,083,WI
26.8,"Oneida County, Wisconsin",55,085,WI
23.6,"Outagamie County, Wisconsin",55,087,WI
23.8,"Ozaukee County, Wisconsin",55,089,WI
24.5,"Pepin County, Wisconsin",55,091,WI
28.6,"Pierce County, Wisconsin",55,093,WI
23.6,"Polk County, Wisconsin",55,095,WI
26.1,"Portage County, Wisconsin",55,097,WI
24.1,"Price County, Wisconsin",55,099,WI
26.5,"Racine County, Wisconsin",55,101,WI
25.2,"Richland County, Wisconsin",55,103,WI
26.7,"Rock County, Wisconsin",55,105,WI
26.5,"Rusk County, Wisconsin",55,107,WI
24.5,"St. Croix County, Wisconsin",55,109,WI
26.1,"Sauk County, Wisconsin",55,111,WI
25.5,"Sawyer County, Wisconsin",55,113,WI
25.6,"Shawano County, Wisconsin",55,115,WI
23.2,"Sheboygan County, Wisconsin",55,117,WI
25.3,"Taylor County, Wisconsin",55,119,WI
23.8,"Trempealeau County, Wisconsin",55,121,WI
21.5,"Vernon County, Wisconsin",55,123,WI
21.6,"Vilas County, Wisconsin",55,125,WI
26.9,"Walworth County, Wisconsin",55,127,WI
28.6,"Washburn County, Wisconsin",55,129,WI
26.8,"Washington County, Wisconsin",55,131,WI
27.6,"Waukesha County, Wisconsin",55,133,WI
24.4,"Waupaca County, Wisconsin",55,135,WI
25.2,"Waushara County, Wisconsin",55,137,WI
25.7,"Winnebago County, Wisconsin",55,139,WI
25.4,"Wood County, Wisconsin",55,141,WI
32.8,"Albany County, Wyoming",56,001,WY
23.0,"Big Horn County, Wyoming",56,003,WY
30.8,"Campbell County, Wyoming",56,005,WY
25.5,"Carbon County, Wyoming",56,007,WY
27.6,"Converse County, Wyoming",56,009,WY
17.9,"Crook County, Wyoming",56,011,WY
25.6,"Fremont County, Wyoming",56,013,WY
26.9,"Goshen County, Wyoming",56,015,WY
26.2,"Hot Springs County, Wyoming",56,017,WY
24.8,"Johnson County, Wyoming",56,019,WY
28.9,"Laramie County, Wyoming",56,021,WY
21.4,"Lincoln County, Wyoming",56,023,WY
27.9,"Natrona County, Wyoming",56,025,WY
24.2,"Niobrara County, Wyoming",56,027,WY
26.5,"Park County, Wyoming",56,029,WY
21.9,"Platte County, Wyoming",56,031,WY
28.4,"Sheridan County, Wyoming",56,033,WY
29.4,"Sublette County, Wyoming",56,035,WY
24.6,"Sweetwater County, Wyoming",56,037,WY
22.5,"Teton County, Wyoming",56,039,WY
20.2,"Uinta County, Wyoming",56,041,WY
22.0,"Washakie County, Wyoming",56,043,WY
17.2,"Weston County, Wyoming",56,045,WY
28.3,"Adjuntas Municipio, Puerto Rico",72,001,PR
27.0,"Aguada Municipio, Puerto Rico",72,003,PR
27.9,"Aguadilla Municipio, Puerto Rico",72,005,PR
26.9,"Aguas Buenas Municipio, Puerto Rico",72,007,PR
27.9,"Aibonito Municipio, Puerto Rico",72,009,PR
26.7,"Añasco Municipio, Puerto Rico",72,011,PR
27.3,"Arecibo Municipio, Puerto Rico",72,013,PR
32.5,"Arroyo Municipio, Puerto Rico",72,015,PR
40.7,"Barceloneta Municipio, Puerto Rico",72,017,PR
26.9,"Barranquitas Municipio, Puerto Rico",72,019,PR
34.6,"Bayamón Municipio, Puerto Rico",72,021,PR
33.7,"Cabo Rojo Municipio, Puerto Rico",72,023,PR
33.5,"Caguas Municipio, Puerto Rico",72,025,PR
29.6,"Camuy Municipio, Puerto Rico",72,027,PR
29.9,"Canóvanas Municipio, Puerto Rico",72,029,PR
29.6,"Carolina Municipio, Puerto Rico",72,031,PR
28.5,"Cataño Municipio, Puerto Rico",72,033,PR
27.2,"Cayey Municipio, Puerto Rico",72,035,PR
29.2,"Ceiba Municipio, Puerto Rico",72,037,PR
28.9,"Ciales Municipio, Puerto Rico",72,039,PR
25.7,"Cidra Municipio, Puerto Rico",72,041,PR
36.6,"Coamo Municipio, Puerto Rico",72,043,PR
33.3,"Comerío Municipio, Puerto Rico",72,045,PR
28.6,"Corozal Municipio, Puerto Rico",72,047,PR
28.0,"Culebra Municipio, Puerto Rico",72,049,PR
24.6,"Dorado Municipio, Puerto Rico",72,051,PR
32.4,"Fajardo Municipio, Puerto Rico",72,053,PR
33.3,"Florida Municipio, Puerto Rico",72,054,PR
31.0,"Guánica Municipio, Puerto Rico",72,055,PR
25.0,"Guayama Municipio, Puerto Rico",72,057,PR
28.2,"Guayanilla Municipio, Puerto Rico",72,059,PR
27.4,"Guaynabo Municipio, Puerto Rico",72,061,PR
28.2,"Gurabo Municipio, Puerto Rico",72,063,PR
29.9,"Hatillo Municipio, Puerto Rico",72,065,PR
35.1,"Hormigueros Municipio, Puerto Rico",72,067,PR
27.9,"Humacao Municipio, Puerto Rico",72,069,PR
30.4,"Isabela Municipio, Puerto Rico",72,071,PR
24.8,"Jayuya Municipio, Puerto Rico",72,073,PR
30.8,"Juana Díaz Municipio, Puerto Rico",72,075,PR
32.9,"Juncos Municipio, Puerto Rico",72,077,PR
25.5,"Lajas Municipio, Puerto Rico",72,079,PR
30.9,"Lares Municipio, Puerto Rico",72,081,PR
35.7,"Las Marías Municipio, Puerto Rico",72,083,PR
32.7,"Las Piedras Municipio, Puerto Rico",72,085,PR
31.3,"Loíza Municipio, Puerto Rico",72,087,PR
31.0,"Luquillo Municipio, Puerto Rico",72,089,PR
32.6,"Manatí Municipio, Puerto Rico",72,091,PR
14.6,"Maricao Municipio, Puerto Rico",72,093,PR
34.0,"Maunabo Municipio, Puerto Rico",72,095,PR
34.7,"Mayagüez Municipio, Puerto Rico",72,097,PR
28.5,"Moca Municipio, Puerto Rico",72,099,PR
29.6,"Morovis Municipio, Puerto Rico",72,101,PR
34.5,"Naguabo Municipio, Puerto Rico",72,103,PR
37.9,"Naranjito Municipio, Puerto Rico",72,105,PR
31.3,"Orocovis Municipio, Puerto Rico",72,107,PR
30.9,"Patillas Municipio, Puerto Rico",72,109,PR
30.4,"Peñuelas Municipio, Puerto Rico",72,111,PR
33.1,"Ponce Municipio, Puerto Rico",72,113,PR
25.1,"Quebradillas Municipio, Puerto Rico",72,115,PR
32.9,"Rincón Municipio, Puerto Rico",72,117,PR
39.0,"Río Grande Municipio, Puerto Rico",72,119,PR
31.5,"Sabana Grande Municipio, Puerto Rico",72,121,PR
24.1,"Salinas Municipio, Puerto Rico",72,123,PR
30.8,"San Germán Municipio, Puerto Rico",72,125,PR
32.8,"San Juan Municipio, Puerto Rico",72,127,PR
36.5,"San Lorenzo Municipio, Puerto Rico",72,129,PR
32.2,"San Sebastián Municipio, Puerto Rico",72,131,PR
29.2,"Santa Isabel Municipio, Puerto Rico",72,133,PR
39.8,"Toa Alta Municipio, Puerto Rico",72,135,PR
27.7,"Toa Baja Municipio, Puerto Rico",72,137,PR
27.9,"Trujillo Alto Municipio, Puerto Rico",72,139,PR
26.9,"Utuado Municipio, Puerto Rico",72,141,PR
29.4,"Vega Alta Municipio, Puerto Rico",72,143,PR
30.1,"Vega Baja Municipio, Puerto Rico",72,145,PR
24.5,"Vieques Municipio, Puerto Rico",72,147,PR
27.5,"Villalba Municipio, Puerto Rico",72,149,PR
36.7,"Yabucoa Municipio, Puerto Rico",72,151,PR
28.3,"Yauco Municipio, Puerto Rico",72,153,PR
