Median Rent % Income,County,State Code,County Code,State
24.0,"Phillips County, Montana",30,071,MT
21.0,"Pondera County, Montana",30,073,MT
16.6,"Powder River County, Montana",30,075,MT
22.2,"Powell County, Montana",30,077,MT
23.9,"Prairie County, Montana",30,079,MT
28.2,"Ravalli County, Montana",30,081,MT
22.6,"Richland County, Montana",30,083,MT
19.7,"Roosevelt County, Montana",30,085,MT
19.3,"Rosebud County, Montana",30,087,MT
39.9,"Sanders County, Montana",30,089,MT
30.5,"Sheridan County, Montana",30,091,MT
29.8,"Silver Bow County, Montana",30,093,MT
26.4,"Stillwater County, Montana",30,095,MT
23.9,"Sweet Grass County, Montana",30,097,MT
26.6,"Teton County, Montana",30,099,MT
21.6,"Toole County, Montana",30,101,MT
15.8,"Treasure County, Montana",30,103,MT
29.1,"Valley County, Montana",30,105,MT
18.8,"Wheatland County, Montana",30,107,MT
12.7,"Wibaux County, Montana",30,109,MT
28.9,"Yellowstone County, Montana",30,111,MT
29.3,"Adams County, Nebraska",31,001,NE
19.2,"Antelope County, Nebraska",31,003,NE
29.5,"Arthur County, Nebraska",31,005,NE
26.3,"Banner County, Nebraska",31,007,NE
15.0,"Blaine County, Nebraska",31,009,NE
19.0,"Boone County, Nebraska",31,011,NE
19.7,"Box Butte County, Nebraska",31,013,NE
27.2,"Boyd County, Nebraska",31,015,NE
38.1,"Brown County, Nebraska",31,017,NE
25.4,"Buffalo County, Nebraska",31,019,NE
26.3,"Burt County, Nebraska",31,021,NE
23.8,"Butler County, Nebraska",31,023,NE
24.7,"Cass County, Nebraska",31,025,NE
19.3,"Cedar County, Nebraska",31,027,NE
24.0,"Chase County, Nebraska",31,029,NE
25.8,"Cherry County, Nebraska",31,031,NE
27.9,"Cheyenne County, Nebraska",31,033,NE
23.1,"Clay County, Nebraska",31,035,NE
18.5,"Colfax County, Nebraska",31,037,NE
23.1,"Cuming County, Nebraska",31,039,NE
21.6,"Custer County, Nebraska",31,041,NE
26.3,"Dakota County, Nebraska",31,043,NE
29.4,"Dawes County, Nebraska",31,045,NE
23.1,"Dawson County, Nebraska",31,047,NE
21.7,"Deuel County, Nebraska",31,049,NE
26.1,"Dixon County, Nebraska",31,051,NE
25.5,"Dodge County, Nebraska",31,053,NE
29.3,"Douglas County, Nebraska",31,055,NE
26.6,"Dundy County, Nebraska",31,057,NE
22.1,"Fillmore County, Nebraska",31,059,NE
21.7,"Franklin County, Nebraska",31,061,NE
22.1,"Frontier County, Nebraska",31,063,NE
25.1,"Furnas County, Nebraska",31,065,NE
25.7,"Gage County, Nebraska",31,067,NE
22.0,"Garden County, Nebraska",31,069,NE
30.0,"Garfield County, Nebraska",31,071,NE
15.1,"Gosper County, Nebraska",31,073,NE
19.2,"Grant County, Nebraska",31,075,NE
21.2,"Greeley County, Nebraska",31,077,NE
27.9,"Hall County, Nebraska",31,079,NE
24.5,"Hamilton County, Nebraska",31,081,NE
19.9,"Harlan County, Nebraska",31,083,NE
14.7,"Hayes County, Nebraska",31,085,NE
25.5,"Hitchcock County, Nebraska",31,087,NE
19.1,"Holt County, Nebraska",31,089,NE
15.3,"Hooker County, Nebraska",31,091,NE
23.2,"Howard County, Nebraska",31,093,NE
26.8,"Jefferson County, Nebraska",31,095,NE
24.0,"Johnson County, Nebraska",31,097,NE
21.2,"Kearney County, Nebraska",31,099,NE
27.1,"Keith County, Nebraska",31,101,NE
22.5,"Keya Paha County, Nebraska",31,103,NE
27.8,"Kimball County, Nebraska",31,105,NE
21.1,"Knox County, Nebraska",31,107,NE
28.2,"Lancaster County, Nebraska",31,109,NE
26.4,"Lincoln County, Nebraska",31,111,NE
25.4,"Logan County, Nebraska",31,113,NE
14.2,"Loup County, Nebraska",31,115,NE
19.7,"McPherson County, Nebraska",31,117,NE
25.1,"Madison County, Nebraska",31,119,NE
25.3,"Merrick County, Nebraska",31,121,NE
27.5,"Morrill County, Nebraska",31,123,NE
23.4,"Nance County, Nebraska",31,125,NE
26.0,"Nemaha County, Nebraska",31,127,NE
17.9,"Nuckolls County, Nebraska",31,129,NE
18.4,"Otoe County, Nebraska",31,131,NE
19.4,"Pawnee County, Nebraska",31,133,NE
22.2,"Perkins County, Nebraska",31,135,NE
27.7,"Phelps County, Nebraska",31,137,NE
25.2,"Pierce County, Nebraska",31,139,NE
24.1,"Platte County, Nebraska",31,141,NE
19.2,"Polk County, Nebraska",31,143,NE
30.1,"Red Willow County, Nebraska",31,145,NE
22.6,"Richardson County, Nebraska",31,147,NE
25.5,"Rock County, Nebraska",31,149,NE
25.1,"Saline County, Nebraska",31,151,NE
26.8,"Sarpy County, Nebraska",31,153,NE
22.8,"Saunders County, Nebraska",31,155,NE
30.0,"Scotts Bluff County, Nebraska",31,157,NE
25.7,"Seward County, Nebraska",31,159,NE
23.6,"Sheridan County, Nebraska",31,161,NE
21.4,"Sherman County, Nebraska",31,163,NE
14.7,"Sioux County, Nebraska",31,165,NE
16.9,"Stanton County, Nebraska",31,167,NE
19.2,"Thayer County, Nebraska",31,169,NE
13.7,"Thomas County, Nebraska",31,171,NE
19.1,"Thurston County, Nebraska",31,173,NE
18.7,"Valley County, Nebraska",31,175,NE
27.4,"Washington County, Nebraska",31,177,NE
31.2,"Wayne County, Nebraska",31,179,NE
25.5,"Webster County, Nebraska",31,181,NE
13.1,"Wheeler County, Nebraska",31,183,NE
22.0,"York County, Nebraska",31,185,NE
27.0,"Churchill County, Nevada",32,001,NV
33.2,"Clark County, Nevada",32,003,NV
32.0,"Douglas County, Nevada",32,005,NV
22.9,"Elko County, Nevada",32,007,NV
51.0,"Esmeralda County, Nevada",32,009,NV
51.0,"Eureka County, Nevada",32,011,NV
23.5,"Humboldt County, Nevada",32,013,NV
29.8,"Lander County, Nevada",32,015,NV
27.5,"Lincoln County, Nevada",32,017,NV
29.0,"Lyon County, Nevada",32,019,NV
21.6,"Mineral County, Nevada",32,021,NV
28.3,"Nye County, Nevada",32,023,NV
25.1,"Pershing County, Nevada",32,027,NV
19.0,"Storey County, Nevada",32,029,NV
30.2,"Washoe County, Nevada",32,031,NV
14.8,"White Pine County, Nevada",32,033,NV
29.8,"Carson City, Nevada",32,510,NV
30.4,"Belknap County, New Hampshire",33,001,NH
24.0,"Carroll County, New Hampshire",33,003,NH
28.4,"Cheshire County, New Hampshire",33,005,NH
28.9,"Coos County, New Hampshire",33,007,NH
28.7,"Grafton County, New Hampshire",33,009,NH
29.6,"Hillsborough County, New Hampshire",33,011,NH
28.0,"Merrimack County, New Hampshire",33,013,NH
29.3,"Rockingham County, New Hampshire",33,015,NH
29.5,"Strafford County, New Hampshire",33,017,NH
32.2,"Sullivan County, New Hampshire",33,019,NH
32.8,"Atlantic County, New Jersey",34,001,NJ
29.8,"Bergen County, New Jersey",34,003,NJ
30.6,"Burlington County, New Jersey",34,005,NJ
32.0,"Camden County, New Jersey",34,007,NJ
33.4,"Cape May County, New Jersey",34,009,NJ
34.0,"Cumberland County, New Jersey",34,011,NJ
32.5,"Essex County, New Jersey",34,013,NJ
30.9,"Gloucester County, New Jersey",34,015,NJ
28.2,"Hudson County, New Jersey",34,017,NJ
28.4,"Hunterdon County, New Jersey",34,019,NJ
30.4,"Mercer County, New Jersey",34,021,NJ
28.4,"Middlesex County, New Jersey",34,023,NJ
31.8,"Monmouth County, New Jersey",34,025,NJ
27.6,"Morris County, New Jersey",34,027,NJ
35.4,"Ocean County, New Jersey",34,029,NJ
33.1,"Passaic County, New Jersey",34,031,NJ
32.9,"Salem County, New Jersey",34,033,NJ
29.1,"Somerset County, New Jersey",34,035,NJ
31.2,"Sussex County, New Jersey",34,037,NJ
30.4,"Union County, New Jersey",34,039,NJ
28.9,"Warren County, New Jersey",34,041,NJ
30.9,"Bernalillo County, New Mexico",35,001,NM
17.1,"Catron County, New Mexico",35,003,NM
27.8,"Chaves County, New Mexico",35,005,NM
30.6,"Cibola County, New Mexico",35,006,NM
23.6,"Colfax County, New Mexico",35,007,NM
29.8,"Curry County, New Mexico",35,009,NM
37.5,"De Baca County, New Mexico",35,011,NM
33.0,"Doña Ana County, New Mexico",35,013,NM
25.0,"Eddy County, New Mexico",35,015,NM
30.7,"Grant County, New Mexico",35,017,NM
25.8,"Guadalupe County, New Mexico",35,019,NM
11.0,"Harding County, New Mexico",35,021,NM
34.4,"Hidalgo County, New Mexico",35,023,NM
28.4,"Lea County, New Mexico",35,025,NM
33.3,"Lincoln County, New Mexico",35,027,NM
16.8,"Los Alamos County, New Mexico",35,028,NM
30.7,"Luna County, New Mexico",35,029,NM
22.9,"McKinley County, New Mexico",35,031,NM
25.0,"Mora County, New Mexico",35,033,NM
28.4,"Otero County, New Mexico",35,035,NM
24.5,"Quay County, New Mexico",35,037,NM
22.4,"Rio Arriba County, New Mexico",35,039,NM
29.0,"Roosevelt County, New Mexico",35,041,NM
30.0,"Sandoval County, New Mexico",35,043,NM
28.6,"San Juan County, New Mexico",35,045,NM
32.7,"San Miguel County, New Mexico",35,047,NM
29.5,"Santa Fe County, New Mexico",35,049,NM
30.3,"Sierra County, New Mexico",35,051,NM
32.4,"Socorro County, New Mexico",35,053,NM
34.2,"Taos County, New Mexico",35,055,NM
24.4,"Torrance County, New Mexico",35,057,NM
26.6,"Union County, New Mexico",35,059,NM
30.9,"Valencia County, New Mexico",35,061,NM
27.8,"Albany County, New York",36,001,NY
28.4,"Allegany County, New York",36,003,NY
35.3,"Bronx County, New York",36,005,NY
30.6,"Broome County, New York",36,007,NY
28.9,"Cattaraugus County, New York",36,009,NY
29.4,"Cayuga County, New York",36,011,NY
30.6,"Chautauqua County, New York",36,013,NY
31.4,"Chemung County, New York",36,015,NY
27.5,"Chenango County, New York",36,017,NY
28.5,"Clinton County, New York",36,019,NY
31.8,"Columbia County, New York",36,021,NY
27.8,"Cortland County, New York",36,023,NY
29.5,"Delaware County, New York",36,025,NY
31.0,"Dutchess County, New York",36,027,NY
30.1,"Erie County, New York",36,029,NY
30.0,"Essex County, New York",36,031,NY
25.5,"Franklin County, New York",36,033,NY
26.9,"Fulton County, New York",36,035,NY
27.3,"Genesee County, New York",36,037,NY
28.4,"Greene County, New York",36,039,NY
27.2,"Hamilton County, New York",36,041,NY
26.6,"Herkimer County, New York",36,043,NY
28.3,"Jefferson County, New York",36,045,NY
30.5,"Kings County, New York",36,047,NY
25.7,"Lewis County, New York",36,049,NY
31.4,"Livingston County, New York",36,051,NY
27.7,"Madison County, New York",36,053,NY
30.4,"Monroe County, New York",36,055,NY
30.0,"Montgomery County, New York",36,057,NY
32.7,"Nassau County, New York",36,059,NY
28.4,"New York County, New York",36,061,NY
29.4,"Niagara County, New York",36,063,NY
27.8,"Oneida County, New York",36,065,NY
30.0,"Onondaga County, New York",36,067,NY
27.9,"Ontario County, New York",36,069,NY
33.4,"Orange County, New York",36,071,NY
26.2,"Orleans County, New York",36,073,NY
29.5,"Oswego County, New York",36,075,NY
26.8,"Otsego County, New York",36,077,NY
35.3,"Putnam County, New York",36,079,NY
31.3,"Queens County, New York",36,081,NY
28.6,"Rensselaer County, New York",36,083,NY
33.2,"Richmond County, New York",36,085,NY
34.6,"Rockland County, New York",36,087,NY
30.9,"St. Lawrence County, New York",36,089,NY
26.5,"Saratoga County, New York",36,091,NY
31.0,"Schenectady County, New York",36,093,NY
26.9,"Schoharie County, New York",36,095,NY
28.5,"Schuyler County, New York",36,097,NY
27.4,"Seneca County, New York",36,099,NY
27.7,"Steuben County, New York",36,101,NY
34.5,"Suffolk County, New York",36,103,NY
29.2,"Sullivan County, New York",36,105,NY
28.8,"Tioga County, New York",36,107,NY
36.1,"Tompkins County, New York",36,109,NY
34.2,"Ulster County, New York",36,111,NY
29.2,"Warren County, New York",36,113,NY
28.1,"Washington County, New York",36,115,NY
28.0,"Wayne County, New York",36,117,NY
31.5,"Westchester County, New York",36,119,NY
25.4,"Wyoming County, New York",36,121,NY
25.9,"Yates County, New York",36,123,NY
28.1,"Alamance County, North Carolina",37,001,NC
21.0,"Alexander County, North Carolina",37,003,NC
28.3,"Alleghany County, North Carolina",37,005,NC
27.2,"Anson County, North Carolina",37,007,NC
28.1,"Ashe County, North Carolina",37,009,NC
24.6,"Avery County, North Carolina",37,011,NC
29.9,"Beaufort County, North Carolina",37,013,NC
28.0,"Bertie County, North Carolina",37,015,NC
29.6,"Bladen County, North Carolina",37,017,NC
30.3,"Brunswick County, North Carolina",37,019,NC
31.5,"Buncombe County, North Carolina",37,021,NC
25.6,"Burke County, North Carolina",37,023,NC
30.4,"Cabarrus County, North Carolina",37,025,NC
24.6,"Caldwell County, North Carolina",37,027,NC
23.0,"Camden County, North Carolina",37,029,NC
33.9,"Carteret County, North Carolina",37,031,NC
28.5,"Caswell County, North Carolina",37,033,NC
25.3,"Catawba County, North Carolina",37,035,NC
29.1,"Chatham County, North Carolina",37,037,NC
30.0,"Cherokee County, North Carolina",37,039,NC
27.9,"Chowan County, North Carolina",37,041,NC
33.6,"Clay County, North Carolina",37,043,NC
29.8,"Cleveland County, North Carolina",37,045,NC
29.5,"Columbus County, North Carolina",37,047,NC
28.6,"Craven County, North Carolina",37,049,NC
30.3,"Cumberland County, North Carolina",37,051,NC
24.0,"Currituck County, North Carolina",37,053,NC
31.9,"Dare County, North Carolina",37,055,NC
26.8,"Davidson County, North Carolina",37,057,NC
25.5,"Davie County, North Carolina",37,059,NC
27.6,"Duplin County, North Carolina",37,061,NC
28.8,"Durham County, North Carolina",37,063,NC
29.2,"Edgecombe County, North Carolina",37,065,NC
28.5,"Forsyth County, North Carolina",37,067,NC
31.0,"Franklin County, North Carolina",37,069,NC
29.4,"Gaston County, North Carolina",37,071,NC
19.2,"Gates County, North Carolina",37,073,NC
30.3,"Graham County, North Carolina",37,075,NC
28.3,"Granville County, North Carolina",37,077,NC
24.5,"Greene County, North Carolina",37,079,NC
30.2,"Guilford County, North Carolina",37,081,NC
31.1,"Halifax County, North Carolina",37,083,NC
26.9,"Harnett County, North Carolina",37,085,NC
29.8,"Haywood County, North Carolina",37,087,NC
28.9,"Henderson County, North Carolina",37,089,NC
34.1,"Hertford County, North Carolina",37,091,NC
29.9,"Hoke County, North Carolina",37,093,NC
37.1,"Hyde County, North Carolina",37,095,NC
26.3,"Iredell County, North Carolina",37,097,NC
28.6,"Jackson County, North Carolina",37,099,NC
28.7,"Johnston County, North Carolina",37,101,NC
29.9,"Jones County, North Carolina",37,103,NC
27.2,"Lee County, North Carolina",37,105,NC
27.7,"Lenoir County, North Carolina",37,107,NC
26.5,"Lincoln County, North Carolina",37,109,NC
23.8,"McDowell County, North Carolina",37,111,NC
29.9,"Macon County, North Carolina",37,113,NC
27.6,"Madison County, North Carolina",37,115,NC
25.0,"Martin County, North Carolina",37,117,NC
29.3,"Mecklenburg County, North Carolina",37,119,NC
26.7,"Mitchell County, North Carolina",37,121,NC
23.9,"Montgomery County, North Carolina",37,123,NC
29.0,"Moore County, North Carolina",37,125,NC
25.9,"Nash County, North Carolina",37,127,NC
31.9,"New Hanover County, North Carolina",37,129,NC
30.1,"Northampton County, North Carolina",37,131,NC
29.8,"Onslow County, North Carolina",37,133,NC
32.5,"Orange County, North Carolina",37,135,NC
29.0,"Pamlico County, North Carolina",37,137,NC
31.2,"Pasquotank County, North Carolina",37,139,NC
30.7,"Pender County, North Carolina",37,141,NC
24.2,"Perquimans County, North Carolina",37,143,NC
32.4,"Person County, North Carolina",37,145,NC
28.8,"Pitt County, North Carolina",37,147,NC
31.4,"Polk County, North Carolina",37,149,NC
26.8,"Randolph County, North Carolina",37,151,NC
32.2,"Richmond County, North Carolina",37,153,NC
29.9,"Robeson County, North Carolina",37,155,NC
28.0,"Rockingham County, North Carolina",37,157,NC
28.3,"Rowan County, North Carolina",37,159,NC
27.1,"Rutherford County, North Carolina",37,161,NC
27.2,"Sampson County, North Carolina",37,163,NC
30.5,"Scotland County, North Carolina",37,165,NC
25.1,"Stanly County, North Carolina",37,167,NC
24.5,"Stokes County, North Carolina",37,169,NC
27.7,"Surry County, North Carolina",37,171,NC
23.6,"Swain County, North Carolina",37,173,NC
28.8,"Transylvania County, North Carolina",37,175,NC
37.7,"Tyrrell County, North Carolina",37,177,NC
26.8,"Union County, North Carolina",37,179,NC
30.8,"Vance County, North Carolina",37,181,NC
28.9,"Wake County, North Carolina",37,183,NC
31.4,"Warren County, North Carolina",37,185,NC
31.8,"Washington County, North Carolina",37,187,NC
47.1,"Watauga County, North Carolina",37,189,NC
28.0,"Wayne County, North Carolina",37,191,NC
26.9,"Wilkes County, North Carolina",37,193,NC
28.7,"Wilson County, North Carolina",37,195,NC
29.9,"Yadkin County, North Carolina",37,197,NC
20.2,"Yancey County, North Carolina",37,199,NC
22.5,"Adams County, North Dakota",38,001,ND
24.8,"Barnes County, North Dakota",38,003,ND
16.9,"Benson County, North Dakota",38,005,ND
12.5,"Billings County, North Dakota",38,007,ND
20.3,"Bottineau County, North Dakota",38,009,ND
19.8,"Bowman County, North Dakota",38,011,ND
15.8,"Burke County, North Dakota",38,013,ND
24.9,"Burleigh County, North Dakota",38,015,ND
25.8,"Cass County, North Dakota",38,017,ND
28.8,"Cavalier County, North Dakota",38,019,ND
25.0,"Dickey County, North Dakota",38,021,ND
13.8,"Divide County, North Dakota",38,023,ND
17.5,"Dunn County, North Dakota",38,025,ND
17.7,"Eddy County, North Dakota",38,027,ND
30.9,"Emmons County, North Dakota",38,029,ND
31.3,"Foster County, North Dakota",38,031,ND
20.7,"Golden Valley County, North Dakota",38,033,ND
27.5,"Grand Forks County, North Dakota",38,035,ND
32.1,"Grant County, North Dakota",38,037,ND
17.6,"Griggs County, North Dakota",38,039,ND
21.2,"Hettinger County, North Dakota",38,041,ND
24.4,"Kidder County, North Dakota",38,043,ND
22.2,"LaMoure County, North Dakota",38,045,ND
29.0,"Logan County, North Dakota",38,047,ND
17.5,"McHenry County, North Dakota",38,049,ND
25.3,"McIntosh County, North Dakota",38,051,ND
19.8,"McKenzie County, North Dakota",38,053,ND
21.7,"McLean County, North Dakota",38,055,ND
29.8,"Mercer County, North Dakota",38,057,ND
25.4,"Morton County, North Dakota",38,059,ND
18.3,"Mountrail County, North Dakota",38,061,ND
17.4,"Nelson County, North Dakota",38,063,ND
21.3,"Oliver County, North Dakota",38,065,ND
22.5,"Pembina County, North Dakota",38,067,ND
26.6,"Pierce County, North Dakota",38,069,ND
24.6,"Ramsey County, North Dakota",38,071,ND
22.6,"Ransom County, North Dakota",38,073,ND
24.8,"Renville County, North Dakota",38,075,ND
23.0,"Richland County, North Dakota",38,077,ND
17.7,"Rolette County, North Dakota",38,079,ND
21.3,"Sargent County, North Dakota",38,081,ND
17.6,"Sheridan County, North Dakota",38,083,ND
21.9,"Sioux County, North Dakota",38,085,ND
26.3,"Slope County, North Dakota",38,087,ND
26.2,"Stark County, North Dakota",38,089,ND
17.5,"Steele County, North Dakota",38,091,ND
26.5,"Stutsman County, North Dakota",38,093,ND
22.1,"Towner County, North Dakota",38,095,ND
21.6,"Traill County, North Dakota",38,097,ND
22.2,"Walsh County, North Dakota",38,099,ND
23.6,"Ward County, North Dakota",38,101,ND
27.3,"Wells County, North Dakota",38,103,ND
23.0,"Williams County, North Dakota",38,105,ND
31.2,"Adams County, Ohio",39,001,OH
26.9,"Allen County, Ohio",39,003,OH
24.6,"Ashland County, Ohio",39,005,OH
31.0,"Ashtabula County, Ohio",39,007,OH
33.9,"Athens County, Ohio",39,009,OH
22.8,"Auglaize County, Ohio",39,011,OH
28.8,"Belmont County, Ohio",39,013,OH
26.9,"Brown County, Ohio",39,015,OH
28.3,"Butler County, Ohio",39,017,OH
24.1,"Carroll County, Ohio",39,019,OH
23.8,"Champaign County, Ohio",39,021,OH
27.6,"Clark County, Ohio",39,023,OH
25.7,"Clermont County, Ohio",39,025,OH
24.9,"Clinton County, Ohio",39,027,OH
26.1,"Columbiana County, Ohio",39,029,OH
28.8,"Coshocton County, Ohio",39,031,OH
27.6,"Crawford County, Ohio",39,033,OH
29.0,"Cuyahoga County, Ohio",39,035,OH
24.0,"Darke County, Ohio",39,037,OH
25.4,"Defiance County, Ohio",39,039,OH
24.7,"Delaware County, Ohio",39,041,OH
26.4,"Erie County, Ohio",39,043,OH
29.1,"Fairfield County, Ohio",39,045,OH
24.7,"Fayette County, Ohio",39,047,OH
28.0,"Franklin County, Ohio",39,049,OH
22.3,"Fulton County, Ohio",39,051,OH
25.9,"Gallia County, Ohio",39,053,OH
25.3,"Geauga County, Ohio",39,055,OH
26.3,"Greene County, Ohio",39,057,OH
30.2,"Guernsey County, Ohio",39,059,OH
29.0,"Hamilton County, Ohio",39,061,OH
25.9,"Hancock County, Ohio",39,063,OH
24.3,"Hardin County, Ohio",39,065,OH
27.3,"Harrison County, Ohio",39,067,OH
21.2,"Henry County, Ohio",39,069,OH
25.7,"Highland County, Ohio",39,071,OH
29.2,"Hocking County, Ohio",39,073,OH
23.8,"Holmes County, Ohio",39,075,OH
23.7,"Huron County, Ohio",39,077,OH
27.1,"Jackson County, Ohio",39,079,OH
28.6,"Jefferson County, Ohio",39,081,OH
29.1,"Knox County, Ohio",39,083,OH
28.3,"Lake County, Ohio",39,085,OH
27.7,"Lawrence County, Ohio",39,087,OH
26.4,"Licking County, Ohio",39,089,OH
24.4,"Logan County, Ohio",39,091,OH
28.3,"Lorain County, Ohio",39,093,OH
27.8,"Lucas County, Ohio",39,095,OH
26.6,"Madison County, Ohio",39,097,OH
29.6,"Mahoning County, Ohio",39,099,OH
29.4,"Marion County, Ohio",39,101,OH
27.3,"Medina County, Ohio",39,103,OH
29.7,"Meigs County, Ohio",39,105,OH
23.4,"Mercer County, Ohio",39,107,OH
26.5,"Miami County, Ohio",39,109,OH
28.6,"Monroe County, Ohio",39,111,OH
28.1,"Montgomery County, Ohio",39,113,OH
30.1,"Morgan County, Ohio",39,115,OH
25.8,"Morrow County, Ohio",39,117,OH
29.2,"Muskingum County, Ohio",39,119,OH
22.3,"Noble County, Ohio",39,121,OH
26.6,"Ottawa County, Ohio",39,123,OH
27.5,"Paulding County, Ohio",39,125,OH
25.9,"Perry County, Ohio",39,127,OH
27.0,"Pickaway County, Ohio",39,129,OH
27.9,"Pike County, Ohio",39,131,OH
33.7,"Portage County, Ohio",39,133,OH
24.0,"Preble County, Ohio",39,135,OH
21.4,"Putnam County, Ohio",39,137,OH
27.9,"Richland County, Ohio",39,139,OH
30.5,"Ross County, Ohio",39,141,OH
26.3,"Sandusky County, Ohio",39,143,OH
31.8,"Scioto County, Ohio",39,145,OH
26.2,"Seneca County, Ohio",39,147,OH
25.7,"Shelby County, Ohio",39,149,OH
26.8,"Stark County, Ohio",39,151,OH
28.5,"Summit County, Ohio",39,153,OH
27.9,"Trumbull County, Ohio",39,155,OH
28.0,"Tuscarawas County, Ohio",39,157,OH
23.2,"Union County, Ohio",39,159,OH
21.9,"Van Wert County, Ohio",39,161,OH
25.9,"Vinton County, Ohio",39,163,OH
25.2,"Warren County, Ohio",39,165,OH
30.0,"Washington County, Ohio",39,167,OH
23.6,"Wayne County, Ohio",39,169,OH
26.2,"Williams County, Ohio",39,171,OH
26.4,"Wood County, Ohio",39,173,OH
18.8,"Wyandot County, Ohio",39,175,OH
25.2,"Adair County, Oklahoma",40,001,OK
21.8,"Alfalfa County, Oklahoma",40,003,OK
28.5,"Atoka County, Oklahoma",40,005,OK
17.6,"Beaver County, Oklahoma",40,007,OK
28.7,"Beckham County, Oklahoma",40,009,OK
21.8,"Blaine County, Oklahoma",40,011,OK
28.3,"Bryan County, Oklahoma",40,013,OK
24.5,"Caddo County, Oklahoma",40,015,OK
26.8,"Canadian County, Oklahoma",40,017,OK
24.9,"Carter County, Oklahoma",40,019,OK
25.4,"Cherokee County, Oklahoma",40,021,OK
28.8,"Choctaw County, Oklahoma",40,023,OK
19.6,"Cimarron County, Oklahoma",40,025,OK
28.9,"Cleveland County, Oklahoma",40,027,OK
23.0,"Coal County, Oklahoma",40,029,OK
27.1,"Comanche County, Oklahoma",40,031,OK
21.9,"Cotton County, Oklahoma",40,033,OK
26.4,"Craig County, Oklahoma",40,035,OK
26.4,"Creek County, Oklahoma",40,037,OK
31.3,"Custer County, Oklahoma",40,039,OK
26.6,"Delaware County, Oklahoma",40,041,OK
22.6,"Dewey County, Oklahoma",40,043,OK
24.3,"Ellis County, Oklahoma",40,045,OK
24.6,"Garfield County, Oklahoma",40,047,OK
24.1,"Garvin County, Oklahoma",40,049,OK
23.3,"Grady County, Oklahoma",40,051,OK
18.9,"Grant County, Oklahoma",40,053,OK
23.9,"Greer County, Oklahoma",40,055,OK
20.2,"Harmon County, Oklahoma",40,057,OK
18.2,"Harper County, Oklahoma",40,059,OK
28.2,"Haskell County, Oklahoma",40,061,OK
27.5,"Hughes County, Oklahoma",40,063,OK
23.7,"Jackson County, Oklahoma",40,065,OK
26.9,"Jefferson County, Oklahoma",40,067,OK
24.5,"Johnston County, Oklahoma",40,069,OK
24.9,"Kay County, Oklahoma",40,071,OK
23.6,"Kingfisher County, Oklahoma",40,073,OK
33.8,"Kiowa County, Oklahoma",40,075,OK
30.8,"Latimer County, Oklahoma",40,077,OK
27.3,"Le Flore County, Oklahoma",40,079,OK
26.9,"Lincoln County, Oklahoma",40,081,OK
30.3,"Logan County, Oklahoma",40,083,OK
24.5,"Love County, Oklahoma",40,085,OK
29.3,"McClain County, Oklahoma",40,087,OK
25.8,"McCurtain County, Oklahoma",40,089,OK
30.0,"McIntosh County, Oklahoma",40,091,OK
25.1,"Major County, Oklahoma",40,093,OK
24.4,"Marshall County, Oklahoma",40,095,OK
26.1,"Mayes County, Oklahoma",40,097,OK
24.0,"Murray County, Oklahoma",40,099,OK
28.7,"Muskogee County, Oklahoma",40,101,OK
25.9,"Noble County, Oklahoma",40,103,OK
27.1,"Nowata County, Oklahoma",40,105,OK
23.0,"Okfuskee County, Oklahoma",40,107,OK
29.4,"Oklahoma County, Oklahoma",40,109,OK
28.4,"Okmulgee County, Oklahoma",40,111,OK
28.0,"Osage County, Oklahoma",40,113,OK
27.2,"Ottawa County, Oklahoma",40,115,OK
27.8,"Pawnee County, Oklahoma",40,117,OK
34.7,"Payne County, Oklahoma",40,119,OK
30.7,"Pittsburg County, Oklahoma",40,121,OK
24.6,"Pontotoc County, Oklahoma",40,123,OK
26.5,"Pottawatomie County, Oklahoma",40,125,OK
29.4,"Pushmataha County, Oklahoma",40,127,OK
20.7,"Roger Mills County, Oklahoma",40,129,OK
26.8,"Rogers County, Oklahoma",40,131,OK
28.0,"Seminole County, Oklahoma",40,133,OK
25.4,"Sequoyah County, Oklahoma",40,135,OK
26.2,"Stephens County, Oklahoma",40,137,OK
26.5,"Texas County, Oklahoma",40,139,OK
27.2,"Tillman County, Oklahoma",40,141,OK
28.0,"Tulsa County, Oklahoma",40,143,OK
28.1,"Wagoner County, Oklahoma",40,145,OK
30.0,"Washington County, Oklahoma",40,147,OK
22.7,"Washita County, Oklahoma",40,149,OK
33.3,"Woods County, Oklahoma",40,151,OK
22.0,"Woodward County, Oklahoma",40,153,OK
26.1,"Baker County, Oregon",41,001,OR
38.1,"Benton County, Oregon",41,003,OR
33.0,"Clackamas County, Oregon",41,005,OR
29.7,"Clatsop County, Oregon",41,007,OR
31.3,"Columbia County, Oregon",41,009,OR
30.3,"Coos County, Oregon",41,011,OR
32.0,"Crook County, Oregon",41,013,OR
30.9,"Curry County, Oregon",41,015,OR
29.9,"Deschutes County, Oregon",41,017,OR
29.1,"Douglas County, Oregon",41,019,OR
25.9,"Gilliam County, Oregon",41,021,OR
20.2,"Grant County, Oregon",41,023,OR
27.4,"Harney County, Oregon",41,025,OR
29.0,"Hood River County, Oregon",41,027,OR
32.1,"Jackson County, Oregon",41,029,OR
27.4,"Jefferson County, Oregon",41,031,OR
